High School Name, Code, State ,
FAITH CHRISTIAN SCHOOL,394294,PA,
FAITH CONNECTION CHRISTIAN ACADEMY,393307,PA,
FAITH MENNONITE HIGH SCHOOL,393153,PA,
FAITH VALLEY CHRISTIAN SCHOOL,391376,PA,
FANNETT METAL HIGH SCHOOL,395345,PA,
FARRELL AREA HIGH SCHOOL,391370,PA,
FATHER JUDGE HIGH SCHOOL,393305,PA,
FAYETTE COUNTY CAREER AND TECHNICAL INSTITUTE,394952,PA,
FEDERAL PENITENTIARY,392256,PA,
FERNDALE AREA HIGH SCHOOL,391965,PA,
FIRST BAPTIST CHRISTIAN SCHOOL,390509,PA,
FIRST LOVE CHRISTIAN ACADEMY,395059,PA,
FLAGSHIP TRANSITION SCHOOL,391319,PA,
FLEETWOOD AREA HIGH SCHOOL,391390,PA,
FORBES ROAD CAREER AND TECHNICAL CENTER,393704,PA,
FORBES ROAD JUNIOR SENIOR HIGH SCHOOL,391875,PA,
FORD CITY JUNIOR SENIOR HIGH SCHOOL,391400,PA,
FOREST CITY REGIONAL HIGH SCHOOL,391405,PA,
FOREST HILLS HIGH SCHOOL,394580,PA,
FORT CHERRY HIGH SCHOOL,392610,PA,
FORT LE BOEUF HIGH SCHOOL,395070,PA,
FOUNDATION CHRISTIAN SCHOOL,392533,PA,
FOX CHAPEL AREA HIGH SCHOOL,393620,PA,
FRANKFORD HIGH SCHOOL,393310,PA,
FRANKLIN AREA SENIOR HIGH SCHOOL,391430,PA,
FRANKLIN LEARNING CENTER HIGH SCHOOL,393311,PA,
FRANKLIN REGIONAL SENIOR HIGH SCHOOL,392835,PA,
FRANKLIN STANDARD EVENING HIGH SCHOOL,393525,PA,
FRANKLIN TOWNE CHARTER HIGH SCHOOL,393312,PA,
FRAZIER HIGH SCHOOL,393200,PA,
FREEDOM AREA HIGH SCHOOL,391455,PA,
FREEDOM CHRISTIAN SCHOOL,391509,PA,
FREEDOM HIGH SCHOOL,390322,PA,
FREEPORT AREA SENIOR HIGH SCHOOL,391480,PA,
FREIRE CHARTER SCHOOL,393313,PA,
FRENCH CREEK VALLEY CHRISTIAN SCHOOL,394313,PA,
FREW MILL SCHOOL,392928,PA,
FRIENDS CENTRAL SCHOOL,393315,PA,
FRIENDS SELECT SCHOOL,393320,PA,
FULTON COUNTY COMMUNITY CHRISTIAN SCHOOL,392846,PA,
FUTURE MINDS,392808,PA,
G A R MEMORIAL JUNIOR SENIOR HIGH SCHOOL,395260,PA,
G W CARVER HIGH SCHOOL OF ENGINEERING AND SCIENCE,393342,PA,
GALETON AREA HIGH SCHOOL,391485,PA,
GARDEN SPOT HIGH SCHOOL,392945,PA,
GARNET VALLEY HIGH SCHOOL,391537,PA,
GATEWAY CHRISTIAN SCHOOL,392580,PA,
GATEWAY HIGH SCHOOL,392708,PA,
GATEWAY TO COLLEGE,393252,PA,
GEIBEL CATHOLIC HIGH SCHOOL,390815,PA,
GENERAL MCLANE HIGH SCHOOL,391165,PA,
GENESIS CHRISTIAN ACADEMY,391964,PA,
GEORGE JUNIOR REPUBLIC HIGH SCHOOL,391593,PA,
GEORGE SCHOOL,391505,PA,
GEORGE WASHINGTON HIGH SCHOOL,393323,PA,
GEORGE WESTINGHOUSE HIGH SCHOOL,393955,PA,
GERMANTOWN ACADEMY,393321,PA,
GERMANTOWN FRIENDS SCHOOL,393325,PA,
GERMANTOWN HIGH SCHOOL,393330,PA,
GERMANTOWN ISLAMIC MIDDLE SCHOOL,393324,PA,
GETTYSBURG AREA HIGH SCHOOL,391510,PA,
GIRARD ACADEMIC MUSIC PROGRAM,393526,PA,
GIRARD ALLIANCE CHRISTIAN ACADEMY,391519,PA,
GIRARD COLLEGE HIGH SCHOOL,393335,PA,
GIRARD HIGH SCHOOL,391520,PA,
GLAD TIDINGS CHRISTIAN SCHOOL,392457,PA,
GLEN MILLS SCHOOLS,391542,PA,
GLENDALE JUNIOR SENIOR HIGH SCHOOL,390735,PA,
GOODWILL CHRISTIAN ACADEMY,393336,PA,
GOSPEL OF GRACE CHRISTIAN SCHOOL,393398,PA,
GOVERNOR MIFFLIN SCHOOL DIST,394555,PA,
GRACE ACADEMY FOR CHRISTIAN DISCIPLESHIP,395237,PA,
GRACE BAPTIST ACADEMY,392054,PA,
GRACE BIBLE ACADEMY,392172,PA,
GRACE BIBLE CHRISTIAN SCHOOL,395193,PA,
GRACE NON-TRADITIONAL CHRISTIAN ACADEMY,393699,PA,
GRACE PREP,394682,PA,
GRANDVIEW HEIGHTS CHRISTIAN ACADEMY,391266,PA,
GRAYSTONE ACADEMY CHARTER SCHOOL,390741,PA,
GREAT COMMISSION SCHOOLS,390059,PA,
GREAT VALLEY HIGH SCHOOL,392363,PA,
GREATER CHURCH TRAINING CENTER,393339,PA,
GREATER JOHNSTOWN CAREER AND TECHNICAL CENTER,391966,PA,
GREATER JOHNSTOWN HIGH SCHOOL,391956,PA,
GREATER LATROBE SENIOR HIGH SCHOOL,392170,PA,
GREATER NANTICOKE HIGH SCHOOL,392845,PA,
GREATER PE CHRISTIAN ACADEMY,393326,PA,
GREATER WORKS ACADEMY,392711,PA,
GREENCASTLE-ANTRIM HIGH SCHOOL,391570,PA,
GREENE COUNTY VOCATIONAL-TECHNICAL SCHOOL,394991,PA,
GREENSBURG CENTRAL CATHOLIC HIGH SCHOOL,391574,PA,
GREENSBURG-SALEM HIGH SCHOOL,391575,PA,
GREENVILLE SENIOR HIGH SCHOOL,391580,PA,
GREENWOOD HIGH SCHOOL,392650,PA,
GRIER SCHOOL,394905,PA,
GROVE CITY AREA HIGH SCHOOL,391590,PA,
GWYNEDD-MERCY ACADEMY,391600,PA,
HALIFAX AREA HIGH SCHOOL,391610,PA,
HAMBURG AREA HIGH SCHOOL,391620,PA,
HAMPTON HIGH SCHOOL,390045,PA,
HANOVER AREA JUNIOR-SENIOR HIGH SCHOOL,395265,PA,
HANOVER SENIOR HIGH SCHOOL,391625,PA,
HARBOR CREEK HIGH SCHOOL,391630,PA,
HARBORCREEK YOUTH SERVICES,391631,PA,
HARCUM COLLEGE,2287,PA,
HARDY WILLIAMS ACADEMY MASTERY CHARTER SCHOOL,393314,PA,
HARMONY HIGH SCHOOL,395210,PA,
HARRISBURG ACADEMY,391648,PA,
HARRISBURG AREA COMMUNITY COLLEGE,2309,PA,
HARRISBURG CHRISTIAN SCHOOL,391644,PA,
HARRISBURG HIGH SCHOOL,391650,PA,
HARRITON HIGH SCHOOL OF LOWER MERION,394290,PA,
HARRY S TRUMAN HIGH SCHOOL,390435,PA,
HARVEST BAPTIST ACADEMY,392959,PA,
HATBORO-HORSHAM HIGH SCHOOL,391695,PA,
HAVERFORD HIGH SCHOOL,391705,PA,
HAZLETON AREA HIGH SCHOOL,391718,PA,
HEBRON CENTER CHRISTIAN SCHOOL,390885,PA,
HELEN THACKSTON CHARTER SCHOOL,395434,PA,
HEMPFIELD AREA SENIOR HIGH SCHOOL,391576,PA,
HEMPFIELD HIGH SCHOOL,392140,PA,
HERITAGE BAPTIST ACADEMY,391906,PA,
HERITAGE CHRISTIAN SCHOOL,393711,PA,
HERSHEY CHRISTIAN SCHOOL,391763,PA,
HERSHEY HIGH SCHOOL,391765,PA,
HICKORY HIGH SCHOOL,394500,PA,
HIGH POINT BAPTIST ACADEMY,391500,PA,
HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS,393341,PA,
HIGH SCHOOL OF THE FUTURE,392779,PA,
HIGHLANDS HIGH SCHOOL,392857,PA,
HILL SCHOOL,394080,PA,
HILL TOP PREPARATORY SCHOOL,394134,PA,
HILLCREST CHRISTIAN ACADEMY,390308,PA,
HILLEL ACADEMY OF PITTSBURGH,393708,PA,
HILLSIDE CHRISTIAN ACADEMY,392617,PA,
HILLTOP CHRISTIAN ACADEMY,391857,PA,
HOLLIDAYSBURG AREA SENIOR HIGH SCHOOL,391795,PA,
HOLY CROSS HIGH SCHOOL,391078,PA,
HOLY FAMILY INSTITUTE,393713,PA,
HOLY FAMILY LEARNING-AMBLER DAY SCHOOL,390064,PA,
HOLY FAMILY VILLA ACADEMY,390069,PA,
HOLY GHOST PREPARATORY SCHOOL,390870,PA,
HOLY REDEEMER HIGH SCHOOL,395275,PA,
HOMEACRE CHRISTIAN ACADEMY,390503,PA,
HOMER CENTER JUNIOR SENIOR HIGH SCHOOL,391805,PA,
HONESDALE HIGH SCHOOL,391822,PA,
HOPE CHARTER SCHOOL,393349,PA,
HOPE CHRISTIAN SCHOOL,393338,PA,
HOPE CHRISTIAN SCHOOL OF HANOVER,391624,PA,
HOPE FOR HYNDMAN CHARTER SCHOOL,391869,PA,
HOPEWELL SENIOR HIGH SCHOOL,390042,PA,
HORACE HOWARD FURNESS HIGH SCHOOL,393319,PA,
HUGHESVILLE HIGH SCHOOL,391850,PA,
HUNTING PARK ACCELERATED LEARNING ACADEMY,393237,PA,
HUNTINGDON AREA HIGH SCHOOL,391860,PA,
HUNTINGDON CHRISTIAN ACADEMY,391859,PA,
I-LEAD CHARTER SCHOOL,394175,PA,
IMANI CHRISTIAN ACADEMY,393678,PA,
IMHOTEP INSTITUTE CHARTER HS,393348,PA,
IMMANUEL CHRISTIAN SCHOOL,391721,PA,
IMMANUEL GERMAN SCHOOL,393273,PA,
INDEPENDENT BAPTIST CHRISTIAN ACADEMY,394564,PA,
INDIANA AREA SENIOR HIGH SCHOOL,391885,PA,
INDIANA WESLEYAN SCHOOL,391018,PA,
INTERBORO HIGH SCHOOL,391540,PA,
INTERNATIONAL CHRISTIAN HIGH SCHOOL,393272,PA,
IROQUOIS JUNIOR SENIOR HIGH SCHOOL,391285,PA,
ISLAMIC DAY SCHOOL OF PHILADELPHIA,393333,PA,
J R MASTERMAN LABORATORY AND DEMONSTRATION SCHOOL,393356,PA,
JACK M BARRACK HEBREW ACADEMY,392573,PA,
JAMES BUCHANAN HIGH SCHOOL,392565,PA,
JAMES M COUGHLIN HIGH SCHOOL,395270,PA,
JAMESON CHRISTIAN ACADEMY,391049,PA,
JAMESTOWN AREA JUNIOR SENIOR HIGH SCHOOL,391900,PA,
JANUS SCHOOL,392775,PA,
JEANNETTE HIGH SCHOOL,391905,PA,
JEFF TECH,394219,PA,
JEFFERSON MORGAN HIGH SCHOOL,391910,PA,
JENKINTOWN JUNIOR-SENIOR HIGH SCHOOL,391920,PA,
JERSEY SHORE AREA SENIOR HIGH SCHOOL,391930,PA,
JESUS IS LORD CHRISTIAN SCHOOL,390342,PA,
JIM THORPE AREA HIGH SCHOOL,391945,PA,
JOHN BARTRAM HIGH SCHOOL,393345,PA,
JOHN W HALLAHAN CATHOLIC HIGH SCHOOL,393350,PA,
JOHNSONBURG AREA HIGH SCHOOL,391950,PA,
JOHNSTOWN CHRISTIAN SCHOOL,391800,PA,
JP MCCASKEY HIGH SCHOOL EAST,392110,PA,
JUNIATA HIGH SCHOOL,392620,PA,
JUNIATA MENNONITE SCHOOL,392426,PA,
JUNIATA VALLEY HIGH SCHOOL,390015,PA,
KANE AREA HIGH SCHOOL,391985,PA,
KARAT SCHOOL OF LEARNING,391586,PA,
KARNS CITY AREA SENIOR HIGH SCHOOL,391995,PA,
KENNARD-DALE HIGH SCHOOL,391375,PA,
KENNEDY CATHOLIC HIGH SCHOOL,394502,PA,
KENNETT HIGH SCHOOL,392005,PA,
KENSINGTON CREATIVE AND PERFORMING ARTS HIGH SCHL,392798,PA,
KENSINGTON CULINARY ARTS,392792,PA,
KENSINGTON HIGH SCHOOL,393360,PA,
KENSINGTON INTERNATIONAL BUSINESS,392797,PA,
KENSINGTON URBAN EDUCATION ACADEMY,393391,PA,
KEYSTONE EDUCATION CENTER CHARTER SCHOOL,391585,PA,
KEYSTONE JUNIOR SENIOR HIGH SCHOOL,392060,PA,
KEYSTONE NATIONAL HIGH SCHOOL,390363,PA,
KEYSTONE OAKS HIGH SCHOOL,393680,PA,
KIDSPEACE NATIONAL CENTERS - ATHLETE,393109,PA,
KIDSPEACE NATIONAL CENTERS - BROADWAY,390328,PA,
KIDSPEACE NATIONAL CENTERS - DONLEY TEC,393108,PA,
KIMBERTON WALDORF SCHOOL,393578,PA,
KIPP DUBOIS COLLEGIATE ACADEMY,393537,PA,
KISKI AREA HIGH SCHOOL,392207,PA,
KISKI SCHOOL THE,394365,PA,
KITTANNING HIGH SCHOOL,392055,PA,
KNOCH SENIOR HIGH SCHOOL,394368,PA,
KOHELET YESHIVA HIGH SCHOOL,392782,PA,
KOSLOFF TORAH ACADEMY,390107,PA,
KUTZTOWN AREA HIGH SCHOOL,392075,PA,
LA ACADEMIA: PARTNERSHIP CHARTER SCHOOL,392118,PA,
LA SALLE COLLEGE HIGH SCHOOL,393370,PA,
LACKAWANNA COLLEGE,2373,PA,
LACKAWANNA TRAIL HIGH SCHOOL,391350,PA,
LAHAY CHRISTIAN SCHOOL,394118,PA,
LAKE-LEHMAN HIGH SCHOOL,392230,PA,
LAKELAND JUNIOR SENIOR HIGH SCHOOL,391925,PA,
LAKESIDE SCHOOL,395339,PA,
LAKEVIEW CHRISTIAN ACADEMY,390415,PA,
LAKEVIEW HIGH SCHOOL,394695,PA,
LAMBERTON HIGH SCHOOL,393439,PA,
LAMPETER STRASBURG HIGH SCHOOL,392095,PA,
LANCASTER CATHOLIC HIGH SCHOOL,392100,PA,
LANCASTER CENTER FOR CLASSICAL STUDIES,392131,PA,
LANCASTER COUNTRY DAY SCHOOL,392115,PA,
LANCASTER COUNTY ACADEMY,392117,PA,
LANCASTER COUNTY CHRISTIAN SCHOOL,392114,PA,
LANCASTER MENNONITE SCHOOL,392120,PA,
LANGLEY HIGH SCHOOL,393890,PA,
LANKENAU,393331,PA,
LANSDALE CATHOLIC HIGH SCHOOL,392150,PA,
LAUREL HIGHLANDS SENIOR HIGH SCHOOL,394950,PA,
LAUREL JUNIOR SENIOR HIGH SCHOOL,392900,PA,
LAWRENCE COUNTY CHRISTIAN ED ASSOCIATION,391598,PA,
LAWRENCE COUNTY CTC,392901,PA,
LEBANON CATHOLIC JUNIOR SENIOR HIGH SCHOOL,392190,PA,
LEBANON CHRISTIAN ACADEMY,392191,PA,
LEBANON HIGH SCHOOL,392195,PA,
LEECHBURG AREA HIGH SCHOOL,392205,PA,
LEHIGH CARBON COMMUNITY COLLEGE,2381,PA,
LEHIGH CAREER & TECHNICAL INSTITUTE,394319,PA,
LEHIGH VALLEY ACADEMY REGIONAL CHARTER SCHOOL,390329,PA,
LEHIGH VALLEY CHARTER HIGH SCHOOL FOR THE ARTS,390324,PA,
LEHIGH VALLEY CHRISTIAN HIGH SCHOOL,390036,PA,
LEHIGHTON AREA HIGH SCHOOL,392225,PA,
LENAPE TECHNICAL SCHOOL,391407,PA,
LETSCHE EDUCATION CENTER,393688,PA,
LEWISBURG AREA HIGH SCHOOL,392255,PA,
LIBERTY HIGH SCHOOL,390325,PA,
LIBERTY JUNIOR SENIOR HIGH SCHOOL,392265,PA,
LIFE WORKS ALTERNATIVE SCHOOL,391044,PA,
LIGHTHOUSE CHRISTIAN ACADEMY,391389,PA,
LIGONIER VALLEY HIGH SCHOOL,392280,PA,
LINCOLN HIGH SCHOOL,391235,PA,
LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,390032,PA,
LINCOLN PARK PERFORMING ARTS CHARTER SCHOOL,392608,PA,
LINCOLN TECHNICAL INSTITUTE,2741,PA,
LINDEN HALL SCHOOL FOR GIRLS,392295,PA,
LINE MOUNTAIN SENIOR HIGH SCHOOL,391758,PA,
LITITZ CHRISTIAN SCHOOL,392296,PA,
LITTLE FLOWER CATHOLIC HIGH SCHOOL,393380,PA,
LITTLESTOWN SENIOR HIGH SCHOOL,392305,PA,
LIVING WATERS CHRISTIAN ACADEMY,395058,PA,
LIVING WORD ACADEMY,390369,PA,
LIVING WORD CHRISTIAN SCHOOL,391582,PA,
LOCK HAVEN CHRISTIAN SCHOOL,392313,PA,
LOUIS E DIERUFF HIGH SCHOOL,390038,PA,
LOVING CARE ACADEMY,393519,PA,
LOWER DAUPHIN HIGH SCHOOL,391855,PA,
LOWER MERION HIGH SCHOOL,390105,PA,
LOWER MORELAND HIGH SCHOOL,390303,PA,
LOYALSOCK TOWNSHIP SENIOR HIGH SCHOOL,395308,PA,
LUZERNE COUNTY COMMUNITY COLLEGE,2382,PA,
LYKENS CHRISTIAN SCHOOL,392343,PA,
MAHANOY AREA HIGH SCHOOL,392355,PA,
MALVERN PREPARATORY SCHOOL,392365,PA,
MANHEIM CENTRAL HIGH SCHOOL,392385,PA,
MANHEIM TOWNSHIP HIGH SCHOOL,392865,PA,
MANITO ALTERNATIVE HIGH SCHOOL,390601,PA,
MANOR COLLEGE,2260,PA,
MANSFIELD JUNIOR SENIOR HIGH SCHOOL,392390,PA,
MAPLETOWN JUNIOR SENIOR HIGH SCHOOL,391573,PA,
MAPLEWOOD HIGH SCHOOL,394855,PA,
MARANATHA BAPTIST ACADEMY,393384,PA,
MARANATHA CHRISTIAN SCHOOL,395074,PA,
MARIAN CATHOLIC HIGH SCHOOL,390730,PA,
MARIANA BRACETTI ACADEMY HIGH SCHOOL,393385,PA,
MARION CENTER AREA HIGH SCHOOL,392410,PA,
MARITIME ACADEMY CHARTER HIGH SCHOOL,393359,PA,
MARPLE NEWTOWN HIGH SCHOOL,393000,PA,
MARS AREA HIGH SCHOOL,392415,PA,
MARTIN LUTHER KING HIGH SCHOOL,393381,PA,
MASON DIXON HOMESCHOOLERS ASSOCIATION INC,394286,PA,
MAST COMMUNITY CHARTER SCHOOL,393386,PA,
MASTBAUM AREA VOCATIONAL TECHNICAL SCHOOL,393355,PA,
MASTERY CHARTER SCHOOLS-LENFEST CAMPUS,393318,PA,
MASTERY CHARTER SCHOOLS-PICKETT CAMPUS,393317,PA,
MASTERY CHARTER SCHOOLS-SHOEMAKER CAMPUS,393304,PA,
MASTERY CHARTER SCHOOLS-THOMAS CAMPUS,393396,PA,
MATHEMATICS CIVICS AND SCIENCES CHARTER SCHOOL,393327,PA,
MC CONNELLSBURG HIGH SCHOOL,392460,PA,
MCDOWELL HIGH SCHOOL,391290,PA,
MCDOWELL INTERMEDIATE HIGH SCHOOL,391289,PA,
MCGUFFEY HIGH SCHOOL,390700,PA,
MCKEESPORT AREA SENIOR HIGH SCHOOL,392485,PA,
MEADOWBROOK CHRISTIAN SCHOOL,392678,PA,
MEADVILLE AREA SENIOR HIGH SCHOOL,392535,PA,
MECHANICSBURG AREA SENIOR HIGH SCHOOL,392550,PA,
MEDICAL ACADEMY CHARTER SCHOOL,390591,PA,
MEMORIAL BAPTIST CHRISTIAN SCHOOL,395309,PA,
MERCER AREA JUNIOR SENIOR HIGH SCHOOL,392560,PA,
MERCERSBURG ACADEMY,392570,PA,
MERCY VOCATIONAL HIGH SCHOOL,393387,PA,
MERCYHURST PREPARATORY SCHOOL,391295,PA,
MERION MERCY ACADEMY,392575,PA,
METHACTON HIGH SCHOOL,391366,PA,
MEYERSDALE AREA HIGH SCHOOL,392590,PA,
MID VALLEY JR-SR HIGH SCHOOL,393103,PA,
MID-ATLANTIC YOUTH SERVICES INC,393981,PA,
MIDD-WEST HIGH SCHOOL,392595,PA,
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,391902,PA,
MIDDLETOWN AREA BIBLE CHURCH ACADEMY,392601,PA,
MIDDLETOWN AREA HIGH SCHOOL,392600,PA,
MIFFLIN COUNTY CHRISTIAN ACADEMY,392262,PA,
MIFFLIN COUNTY HIGH SCHOOL,392263,PA,
MIFFLINBURG AREA HIGH SCHOOL,392615,PA,
MILL CREEK SCHOOL,393389,PA,
MILLERSBURG AREA HIGH SCHOOL,392645,PA,
MILLVILLE HIGH SCHOOL,392675,PA,
MILTON AREA SENIOR HIGH SCHOOL,392680,PA,
MILTON EISNER YESHIVA HIGH SCHOOL,394417,PA,
MILTON HERSHEY SCHOOL,391760,PA,
MINERSVILLE AREA HIGH SCHOOL,392690,PA,
MISSIONARY BIBLE BAPTIST ACADEMY,391627,PA,
MMI PREPARATORY SCHOOL,391470,PA,
MOHAWK AREA JUNIOR SENIOR HIGH SCHOOL,390300,PA,
MON VALLEY CAREER AND TECHNOLOGY CENTER,390617,PA,
MONESSEN HIGH SCHOOL,392700,PA,
MONITEAU JUNIOR SENIOR HIGH SCHOOL,392000,PA,
MONROE COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,390199,PA,
MONSIGNOR BONNER-ARCHBISHOP PRENDERGAST HS,391048,PA,
MONTGOMERY AREA JUNIOR SENIOR HIGH SCHOOL,392715,PA,
MONTGOMERY COUNTY COMMUNITY COLLEGE,2445,PA,
MONTOUR HIGH SCHOOL,392735,PA,
MONTOURSVILLE AREA HIGH SCHOOL,392720,PA,
MONTROSE AREA JUNIOR SENIOR HIGH SCHOOL,392725,PA,
MOON AREA HIGH SCHOOL,390840,PA,
MORAVIAN ACADEMY,390335,PA,
MORRISVILLE HIGH SCHOOL,392760,PA,
MOSHANNON VALLEY CHRISTIAN ACADEMY,391836,PA,
MOSHANNON VALLEY HIGH SCHOOL,391835,PA,
MOTIVATION HIGH SCHOOL,393246,PA,
MOUNT CALVARY CHRISTIAN SCHOOL,391204,PA,
MOUNT CARMEL AREA JUNIOR-SENIOR HIGH SCHOOL,392790,PA,
MOUNT CARMEL CHRISTIAN SCHOOL,392811,PA,
MOUNT LEBANON ACADEMY,393729,PA,
MOUNT LEBANON HIGH SCHOOL,393730,PA,
MOUNT PLEASANT AREA HIGH SCHOOL,392812,PA,
MOUNT SAINT JOSEPH ACADEMY,393390,PA,
MOUNT UNION HIGH SCHOOL,392815,PA,
MOUNT ZION CHRISTIAN ACADEMY,390003,PA,
MOUNTAIN VIEW CHRISTIAN SCHOOL,391856,PA,
MOUNTAIN VIEW CHRISTIAN SCHOOL,392463,PA,
MOUNTAIN VIEW CHRISTIAN SCHOOL,394347,PA,
MOUNTAIN VIEW JR/SR HIGH SCHOOL,391635,PA,
MUHLENBERG HIGH SCHOOL,392185,PA,
MUHLENBURG CHRISTIAN ACADEMY,391858,PA,
MULTI-CULTURAL ACADEMY CHARTER SCHOOL,393393,PA,
MUNCY HIGH SCHOOL,392825,PA,
MURRELL DOBBINS CAREER AND TECH ED HIGH SCHOOL,393395,PA,
NATIVITY BVM HIGH SCHOOL,394095,PA,
NAZARETH ACADEMY HIGH SCHOOL,393400,PA,
NAZARETH AREA HIGH SCHOOL,392860,PA,
NEIGHBORHOOD ACADEMY THE,393702,PA,
NENNYPACK HOUSE SCHOOL,393424,PA,
NESHAMINY HIGH SCHOOL,392145,PA,
NESHANNOCK HIGH SCHOOL,392902,PA,
NEW BEGINNINGS ACADEMY,390629,PA,
NEW BETHLEHEM WESLEYAN METHODIST SCHOOL,392877,PA,
NEW BRIGHTON AREA SENIOR HIGH SCHOOL,392895,PA,
NEW CASTLE JUNIOR SENIOR HIGH SCHOOL,392910,PA,
NEW COVENANT ACADEMY,392395,PA,
NEW COVENANT CHRISTIAN SCHOOL,392187,PA,
NEW DAY CHARTER SCHOOL,392531,PA,
NEW FOUNDATION CHARTER SCHOOL,392803,PA,
NEW FREEDOM CHRISTIAN SCHOOL,392942,PA,
NEW HOPE ACADEMY,394997,PA,
NEW HOPE ACADEMY CHARTER SCHOOL,394974,PA,
NEW HOPE CHRISTIAN ACADEMY,393279,PA,
NEW HOPE-SOLEBURY HIGH SCHOOL,392950,PA,
NEW LIFE YOUTH AND FAMILY SERVICES,391683,PA,
NEW MEDIA TECHNOLOGY CHARTER SCHOOL,392789,PA,
NEW OXFORD HIGH SCHOOL,392975,PA,
NEWPORT HIGH SCHOOL,392980,PA,
NORRISTOWN AREA HIGH SCHOOL,393020,PA,
NORTH ALLEGHENY SENIOR HIGH SCHOOL,393745,PA,
NORTH CLARION HIGH SCHOOL,392210,PA,
NORTH COAST SCHOOL,391297,PA,
NORTH EAST HIGH SCHOOL,393045,PA,
NORTH HILLS CHRISTIAN SCHOOL,393751,PA,
NORTH HILLS HIGH SCHOOL,393752,PA,
NORTH PENN HIGH SCHOOL,392155,PA,
NORTH PENN JUNIOR SENIOR HIGH SCHOOL,390365,PA,
NORTH POCONO CHRISTIAN ACADEMY,392764,PA,
NORTH POCONO HIGH SCHOOL,392765,PA,
NORTH ROME CHRISTIAN SCHOOL,394912,PA,
NORTH SCHUYKILL JUNIOR SENIOR HIGH SCHOOL,390125,PA,
NORTH STAR HIGH SCHOOL,390385,PA,
NORTHAMPTON AREA HIGH SCHOOL,393035,PA,
NORTHAMPTON COUNTY COMMUNITY COLLEGE,2573,PA,
NORTHEAST BRADFORD JUNIOR SENIOR HIGH SCHOOL,394288,PA,
NORTHEAST CHARTER SCHOOL,391321,PA,
NORTHEAST HIGH SCHOOL,393407,PA,
NORTHEAST PREPARATORY SCHOOL,393337,PA,
NORTHEASTERN SENIOR HIGH SCHOOL,392380,PA,
NORTHERN AREA ALTERNATIVE HIGH SCHOOL,390047,PA,
NORTHERN BEDFORD COUNTY HIGH SCHOOL,391830,PA,
NORTHERN CAMBRIA HIGH SCHOOL,394645,PA,
NORTHERN HIGH SCHOOL,391015,PA,
NORTHERN LEBANON HIGH SCHOOL,391440,PA,
NORTHERN LEHIGH HIGH SCHOOL,394600,PA,
NORTHERN POTTER JUNIOR-SENIOR HIGH SCHOOL,394915,PA,
NORTHGATE HIGH SCHOOL,393640,PA,
NORTHSIDE URBAN PATHWAYS CHARTER SCHOOL,393753,PA,
NORTHUMBERLAND CHRISTIAN SCHOOL,393062,PA,
NORTHUMBERLAND COUNTY AREA VOCATIONAL TECHNICAL SC,394482,PA,
NORTHWEST AREA SR HS & MIDDLE,394550,PA,
NORTHWESTERN HIGH SCHOOL,390005,PA,
NORTHWESTERN LEHIGH HIGH SCHOOL,393002,PA,
NORWIN HIGH SCHOOL,391895,PA,
NOTRE DAME HIGH SCHOOL,391133,PA,
NOTRE DAME HIGH SCHOOL,391148,PA,
NUEVA ESPERANZA ACADEMY CHARTER HIGH SCHOOL,393413,PA,
OAKLAND CATHOLIC HIGH SCHOOL,393775,PA,
OAKLAND SCHOOL,393757,PA,
OCTORARA AREA HIGH SCHOOL,390152,PA,
OIL CITY AREA SENIOR HIGH SCHOOL,393083,PA,
OLD FORGE HIGH SCHOOL,393095,PA,
OLEY VALLEY HIGH SCHOOL,393100,PA,
OLNEY CHARTER HIGH SCHOOL,392796,PA,
OMBUDSMAN SOUTH ACCELERATED,393402,PA,
ONE BRIGHT RAY COMMUNITY HIGH SCHOOL,393306,PA,
OPEN DOOR BAPTIST ACADEMY,394973,PA,
OPEN DOOR CHRISTIAN ACADEMY,391577,PA,
OPEN DOOR CHRISTIAN ACADEMY,395082,PA,
OPEN DOOR CHRISTIAN SCHOOL,394990,PA,
ORCHARD HILLS CHRISTIAN ACADEMY,390086,PA,
OSWAYO VALLEY MIDDLE/HIGH SCHOOL,394560,PA,
OTTERBEIN CHRISTIAN ACADEMY,392351,PA,
OTTO ELDRED HIGH SCHOOL,391070,PA,
OUR LADY OF LOURDES REGIONAL HIGH SCHOOL,394483,PA,
OUR LADY SACRED HEART HIGH SCHOOL,390845,PA,
OVERBROOK HIGH SCHOOL,393420,PA,
OVERBROOK SCHOOL FOR THE BLIND,393425,PA,
OWEN J ROBERTS HIGH SCHOOL,394085,PA,
OXFORD AREA HIGH SCHOOL,393135,PA,
OXFORD CHRISTIAN ACADEMY,392977,PA,
PA LEADERSHIP CHARTER SCHOOL,391441,PA,
PALISADES HIGH SCHOOL,392045,PA,
PALMERTON AREA HIGH SCHOOL,393140,PA,
PALMYRA AREA HIGH SCHOOL,393145,PA,
PANTHER VALLEY HIGH SCHOOL,392165,PA,
PARKLAND HIGH SCHOOL,393125,PA,
PARKWAY CENTER CITY HIGH SCHOOL,393448,PA,
PARKWAY NORTHWEST,393416,PA,
