High School Name, Code, State ,
SOUTH LANE ACADEMY,380221,OR,
SOUTH LANE CHRISTIAN SCHOOL,380217,OR,
SOUTH MEDFORD HIGH SCHOOL,380656,OR,
SOUTH SALEM SENIOR HIGH SCHOOL,381040,OR,
SOUTH UMPQUA HIGH SCHOOL,380725,OR,
SOUTH WASCO COUNTY HIGH SCHOOL,380640,OR,
SOUTHRIDGE HIGH SCHOOL,380079,OR,
SOUTHWEST CHRISTIAN SCHOOL,381159,OR,
SOUTHWESTERN OREGON COMMUNITY COLLEGE,4729,OR,
SPRAGUE HIGH SCHOOL,381043,OR,
SPRAY HIGH SCHOOL,381105,OR,
SPRINGFIELD HIGH SCHOOL,381110,OR,
SPRINGWATER TRAIL HIGH SCHOOL,380436,OR,
ST STEPHENS ACADEMY,380069,OR,
ST THOMAS BECKET ACADEMY,381219,OR,
STANFIELD SECONDARY SCHOOL,381115,OR,
STAYTON HIGH SCHOOL,381120,OR,
SUMMIT HIGH SCHOOL,380096,OR,
SUNSET HIGH SCHOOL,380082,OR,
SUTHERLIN HIGH SCHOOL,381130,OR,
SWEET HOME HIGH SCHOOL,381135,OR,
TAFT HIGH SCHOOL,381140,OR,
TERRA NOVA HIGH SCHOOL,380862,OR,
THOMAS A EDISON HIGH SCHOOL,380894,OR,
THREE LAKES SCHOOL,380047,OR,
THURSTON SENIOR HIGH SCHOOL,381112,OR,
TIGARD SENIOR HIGH SCHOOL,381160,OR,
TILLAMOOK HIGH SCHOOL,381172,OR,
TOLEDO HIGH SCHOOL,381175,OR,
TOLEDO LANDMARK MISSIONARY BAPTIST CHURCH SCHOOL,381176,OR,
TRASK RIVER HIGH SCHOOL,381168,OR,
TREASURE VALLEY COMMUNITY COLLEGE,4825,OR,
TRIAD HIGH SCHOOL,380567,OR,
TRIANGLE LAKE HIGH SCHOOL,380090,OR,
TRILLIUM CHARTER SCHOOL,380883,OR,
TRINITY LUTHERAN HIGH SCHOOL,380099,OR,
TUALATIN HIGH SCHOOL,381163,OR,
U S GRANT HIGH SCHOOL,380880,OR,
UKIAH HIGH SCHOOL,381185,OR,
UMATILLA HIGH SCHOOL,381195,OR,
UMPQUA COMMUNITY COLLEGE,4862,OR,
UMPQUA VALLEY CHRISTIAN SCHOOL,380999,OR,
UNION HIGH SCHOOL,381200,OR,
VALE HIGH SCHOOL,381205,OR,
VALLEY CATHOLIC HIGH SCHOOL,380080,OR,
VERITAS SCHOOL,380743,OR,
VERNONIA HIGH SCHOOL,381215,OR,
VILLAGE FREE SCHOOL,380844,OR,
WALDPORT HIGH SCHOOL,381220,OR,
WALLOWA HIGH SCHOOL,381225,OR,
WARRENTON HIGH SCHOOL,381235,OR,
WELLNESS BUSINESS & SPORTS SCHOOL,381279,OR,
WELLSPRINGS FRIENDS SCHOOL,380344,OR,
WEST ALBANY HIGH SCHOOL,380005,OR,
WEST LANE TECHNICAL LEARNING CENTER,380314,OR,
WEST LINN HIGH SCHOOL,381250,OR,
WEST SALEM HIGH SCHOOL,381056,OR,
WESTERN MENNONITE SCHOOL,381053,OR,
WESTGATE CHRISTIAN SCHOOL,381164,OR,
WESTON MCEWEN HIGH SCHOOL,380045,OR,
WESTSIDE CHRISTIAN HIGH SCHOOL,380936,OR,
WESTVIEW HIGH SCHOOL,380083,OR,
WHEELER HIGH SCHOOL,380380,OR,
WILLAMETTE HIGH SCHOOL,380345,OR,
WILLAMETTE VALLEY BAPTIST CHURCH SCHOOL,381184,OR,
WILLAMETTE VALLEY CHRISTIAN SCHOOL,381263,OR,
WILLAMINA HIGH SCHOOL,381260,OR,
WILLIAMETTE EDUCATIONAL MINISTRIES,381054,OR,
WILSONVILLE HIGH SCHOOL,381258,OR,
WINSTON CHURCHILL HIGH SCHOOL,380323,OR,
WOODBURN ACADEMY OF ART SCIENCE AND TECHNOLOGY,381280,OR,
WOODBURN ARTS AND COMMUNICATIONS ACADEMY,381289,OR,
WOODBURN SUCCESS HIGH SCHOOL,381284,OR,
WOODROW WILSON HIGH SCHOOL,380937,OR,
YAMHILL CARLTON UNION HIGH SCHOOL,381270,OR,
YONCALLA HIGH SCHOOL,381275,OR,
21ST CENTURY CYBER CHARTER SCHOOL,391348,PA,
ABDULHAKIM FAMILY ALTERNATIVE DC & SCHOOL,393239,PA,
ABINGTON FRIENDS SCHOOL,391915,PA,
ABINGTON HEIGHTS HIGH SCHOOL,390675,PA,
ABINGTON HIGH SCHOOL,390000,PA,
ABRAHAM LINCOLN HIGH SCHOOL,393205,PA,
ABRAXA I ARLENE LISSNER HIGH SCHOOL,392404,PA,
ABRAXAS ACADEMY,392748,PA,
ABRAXAS HIGH SCHOOL ERIE,391268,PA,
ABRAXAS PITTSBURGH SCHOOL,393600,PA,
ABRAXAS SCHOOL-LDP,394634,PA,
ABRAXAS YOUTH CENTER,394632,PA,
ABUNDANT LIFE INTERNATIONAL ACADEMY,392497,PA,
ACADEMY AT PALUMBO,393242,PA,
ACADEMY CHARTER SCHOOL THE,393644,PA,
ACADEMY FOR CAREER EDUCATION,393212,PA,
ACADEMY IN MANAYUNK,393401,PA,
ACADEMY NEW CHURCH BOYS SCHOOL,390475,PA,
ACADEMY NEW CHURCH GIRLS SCHOOL,390476,PA,
ACADEMY OF NOTRE DAME DE NAMUR,395000,PA,
ACADEMY PARK HIGH SCHOOL,394515,PA,
ACHIEVEMENT HOUSE CYBER CHARTER SCHOOL,390481,PA,
ADAMS COUNTY CHRISTIAN ACADEMY,391508,PA,
ADELPHOI VILLAGE ACADEMY-BLAIR COMPLEX,391069,PA,
ADULT ENRICHMENT CENTER,392098,PA,
AGNES IRWIN SCHOOL,395400,PA,
AGORA CYBER CHARTER SCHOOL,393397,PA,
AL AQSA ISLAMIC ACADEMY,393241,PA,
ALBERT GALLATIN AREA SENIOR HIGH SCHOOL,394925,PA,
ALEITHIA LEARNING COMMUNITY,390344,PA,
ALIQUIPPA BAPTIST TEMPLE ACADEMY,390052,PA,
ALIQUIPPA HIGH SCHOOL,390040,PA,
ALLEGHENY CLARION VALLEY HIGH SCHOOL,391245,PA,
ALLENTOWN CENTRAL CATHOLIC HIGH SCHOOL,390025,PA,
ALTOONA AREA SENIOR HIGH SCHOOL,390055,PA,
AMBRIDGE AREA HIGH SCHOOL,390070,PA,
ANCHOR CHRISTIAN SCHOOL,393561,PA,
ANNVILLE CLEONA HIGH SCHOOL,390080,PA,
ANTIETAM HIGH SCHOOL,394155,PA,
APOLLO-RIDGE HIGH SCHOOL,394360,PA,
APOSTOLIC CHRISTIAN ACADEMY,394622,PA,
APPALACHIA INTERMEDIATE UNIT 8,390899,PA,
AQUINAS ACADEMY,395261,PA,
ARCHBISHOP CARROLL HIGH SCHOOL,394131,PA,
ARCHBISHOP RYAN HIGH SCHOOL,393244,PA,
ARCHBISHOP WOOD HIGH SCHOOL,395032,PA,
ARCHITECTURE & DESIGN CHARTER HIGH SCHOOL,393506,PA,
ARISE ACADEMY CHARTER HIGH SCHOOL,393454,PA,
ARMSTRONG VALLEY CHRISTIAN SCHOOL,391608,PA,
ART INSTITUTE OF PHILADELPHIA,2033,PA,
ARTS ACADEMY AT BENJAMIN RUSH HIGH SCHOOL,393394,PA,
ASPIRA BILINGUAL CYBER CHARTER SCHOOL,392802,PA,
ATG LEARNING ACADEMY,390611,PA,
ATHENS AREA HIGH SCHOOL,390155,PA,
AUBERLE EDUCATION CENTER,391807,PA,
AUSAR/AUSET CHURCH SCHOOL,393247,PA,
AUSTIN AREA JUNIOR SENIOR HIGH SCHOOL,390170,PA,
AVELLA AREA JUNIOR SENIOR HIGH SCHOOL,390175,PA,
AVON GROVE CHARTER SCHOOL,395181,PA,
AVON GROVE HIGH SCHOOL,395180,PA,
AVONWORTH JUNIOR SENIOR HIGH SCHOOL,390255,PA,
B REED HENDERSON HIGH SCHOOL,395170,PA,
BAIS YAAKOV OF SCRANTON,394449,PA,
BALD EAGLE AREA HIGH SCHOOL,395363,PA,
BALDWIN HIGH SCHOOL,393630,PA,
BALDWIN SCHOOL,390480,PA,
BANGOR AREA SENIOR HIGH SCHOOL,390190,PA,
BARACK OBAMA ACADEMY OF INTERNATIONAL STUDIES,393642,PA,
BEAVER AREA ACADEMIC CHARTER SCHOOL,390201,PA,
BEAVER AREA HIGH SCHOOL,390200,PA,
BEAVER COUNTY CHRISTIAN SCHOOL,392896,PA,
BEAVER FALLS SENIOR HIGH SCHOOL,390210,PA,
BEDFORD HIGH SCHOOL,390220,PA,
BELLE VERNON AREA HIGH SCHOOL,390230,PA,
BELLEFONTE AREA HIGH SCHOOL,390225,PA,
BELLEVILLE MENNONITE SCHOOL,390240,PA,
BELLWOOD-ANTIS HIGH SCHOOL,390250,PA,
BENJAMIN FRANKLIN HIGH SCHOOL,393245,PA,
BENSALEM BAPTIST SCHOOL,390266,PA,
BENSALEM HIGH SCHOOL,390860,PA,
BENTON AREA JUNIOR SENIOR HIGH SCHOOL,390270,PA,
BENTWORTH SENIOR HIGH SCHOOL,391230,PA,
BEREAN INSTITUTE,393260,PA,
BERKS CATHOLIC HIGH SCHOOL,394147,PA,
BERKS CHRISTIAN SCHOOL,390345,PA,
BERLIN BROTHERS VALLEY HIGH SCHOOL,390275,PA,
BERMUDIAN SPRINGS HIGH SCHOOL,395450,PA,
BERRYSBURG CHRISTIAN ACADEMY,391212,PA,
BERWICK AREA SENIOR HIGH SCHOOL,390290,PA,
BETHEL BAPTIST ACADEMY,392781,PA,
BETHEL CHRISTIAN SCHOOL,391271,PA,
BETHEL CHRISTIAN SCHOOL,390041,PA,
BETHEL PARK HIGH SCHOOL,392270,PA,
BETHLEHEM AREA VOCATIONAL TECHNICAL SCHOOL,390311,PA,
BETHLEHEM CATHOLIC HIGH SCHOOL,390309,PA,
BETHLEHEM CENTER HIGH SCHOOL,391445,PA,
BETHLEHEM TEMPLE CHRISTIAN SCHOOL,391091,PA,
BIBLE BAPTIST CHRISTIAN ACAD,395427,PA,
BIBLE BAPTIST CHRISTIAN ACADEMY,390987,PA,
BIBLE BAPTIST CHRISTIAN SCHOOL,394921,PA,
BIBLE BAPTIST SCHOOL,394568,PA,
BICENTENNIAL BIBLE ACADEMY,391198,PA,
BIG SPRING HIGH SCHOOL,393005,PA,
BIGLERVILLE HIGH SCHOOL,390340,PA,
BISHOP CANEVIN HIGH SCHOOL,393647,PA,
BISHOP CARROLL HIGH SCHOOL,391153,PA,
BISHOP GUILFOYLE HIGH SCHOOL,390050,PA,
BISHOP MCCORT HIGH SCHOOL,391955,PA,
BISHOP MCDEVITT HIGH SCHOOL,391640,PA,
BISHOP MCDEVITT HIGH SCHOOL,395396,PA,
BISHOP SHANAHAN HIGH SCHOOL,395162,PA,
BLACKHAWK HIGH SCHOOL,390965,PA,
BLACKLICK VALLEY JUNIOR SENIOR HIGH SCHOOL,392850,PA,
BLAIR CHRISTIAN EDUCATION SCHOOL AND CENTER,393257,PA,
BLAIR COUNTY CHRISTIAN SCHOOL,391077,PA,
BLAIRSVILLE HIGH SCHOOL,390355,PA,
BLOOMSBURG ARE HIGH SCHOOL,390360,PA,
BLOOMSBURG CHRISTIAN SCHOOL,390359,PA,
BLUE MOUNTAIN ACADEMY,391618,PA,
BLUE MOUNTAIN HIGH SCHOOL,390910,PA,
BLUE MT CHRISTIAN SCHOOL,391981,PA,
BLUE RIDGE HIGH SCHOOL,392970,PA,
BOILING SPRINGS HIGH SCHOOL,390370,PA,
BOYCE CAMPUS MIDDLE COLLEGE HIGH SCHOOL,392712,PA,
BOYERTOWN AREA SENIOR HIGH SCHOOL,390390,PA,
BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,393378,PA,
BRADFORD AREA HIGH SCHOOL,390405,PA,
BRANCH EDUCATIONAL CO-OP,394817,PA,
BRANDYWINE HEIGHTS AREA HIGH SCHOOL,394830,PA,
BRASHEAR HIGH SCHOOL,393648,PA,
BRENTWOOD MIDDLE-HIGH SCHOOL,393645,PA,
BRIDGE SCHOOL,393259,PA,
BRIDGEWAY ACADEMY,390031,PA,
BRISTOL HIGH SCHOOL,390428,PA,
BROCKWAY AREA HIGH SCHOOL,390445,PA,
BROOKVILLE AREA JUNIOR SENIOR HIGH SCHOOL,390465,PA,
BROWNSVILLE AREA SENIOR HIGH SCHOOL,391777,PA,
BUCKS COUNTY COMMUNITY COLLEGE,2066,PA,
BUCKS COUNTY TECHNICAL HIGH SCHOOL,391362,PA,
BUCKTAIL AREA HIGH SCHOOL,394205,PA,
BURGETTSTOWN AREA JUNIOR SENIOR HIGH SCHOOL,390490,PA,
BURRELL HIGH SCHOOL,392958,PA,
BUTLER AREA SENIOR HIGH SCHOOL,390500,PA,
BUTLER COUNTY COMMUNITY COLLEGE,2069,PA,
BUTLER WESLEYAN ACADEMY,390502,PA,
BUXMONT CHRISTIAN EDUCATIONAL INSTITUTE,394783,PA,
CAIU-LOYSVILLE YOUTH DEVELOPMENT CENTER,392325,PA,
CALIFORNIA AREA HIGH SCHOOL,390515,PA,
CALVARY ACADEMY,390501,PA,
CALVARY BAPTIST ACADEMY,390719,PA,
CALVARY BAPTIST CHRISTIAN ACADEMY,392542,PA,
CALVARY BAPTIST SCHOOL,392148,PA,
CALVARY CHAPEL CHRISTIAN SCHOOL,394312,PA,
CALVARY CHAPEL CHRISTIAN SCHOOL,391446,PA,
CALVARY CHRISTIAN ACADEMY,391861,PA,
CALVARY CHRISTIAN ACADEMY,393261,PA,
CALVARY CHRISTIAN ACADEMY,392559,PA,
CALVARY CHRISTIAN ACADEMY,394123,PA,
CAMBRIA COUNTY CHRISTIAN SCHOOL,391970,PA,
CAMBRIA HEIGHTS HIGH SCHOOL,393163,PA,
CAMBRIDGE SPRINGS HIGH SCHOOL,390520,PA,
CAMELOT AT WYNNEFIELD,393376,PA,
CAMELOT EXCEL ACADEMY,393249,PA,
CAMELOT OF BUEHRLE,392112,PA,
CAMELOT SCHOOLS/SHALLCROSS CAMPUS,393213,PA,
CAMERON COUNTY JUNIOR & SENIOR HIGH SCHOOL,391255,PA,
CAMP HILL HIGH SCHOOL,390525,PA,
CANAAN CHRISTIAN ACADEMY,392076,PA,
CANON-MCMILLAN HIGH SCHOOL,390530,PA,
CANTON AREA JUNIOR SENIOR HIGH SCHOOL,390540,PA,
CAPA HIGH SCHOOL,393768,PA,
CARBON CAREER AND TECHNICAL INSTITUTE,391940,PA,
CARBONDALE AREA JUNIOR SENIOR HIGH SCHOOL,390545,PA,
CARDINAL O'HARA HIGH SCHOOL,394657,PA,
CARDINAL WUERL NORTH CATHOLIC HIGH SCHOOL,393750,PA,
CAREER AND ACADEMIC DEVELOPMENT INST,393263,PA,
CAREER CONNECTIONS CHARTER HIGH SCHOOL,393649,PA,
CAREER INSTITUTE OF TECHNOLOGY,391134,PA,
CARLISLE CHRISTIAN ACADEMY,390558,PA,
CARLISLE HIGH SCHOOL,390560,PA,
CARLYNTON JUNIOR SENIOR HIGH SCHOOL,390570,PA,
CARMICHAELS AREA JUNIOR SENIOR HIGH SCHOOL,390565,PA,
CARRICK HIGH SCHOOL,393650,PA,
CARSON LONG MILITARY INSTITUTE,392885,PA,
CARSON VALLEY SCHOOL,391391,PA,
CATASAUQUA HIGH SCHOOL,390590,PA,
CATHEDRAL PREPARATORY SCHOOL,391275,PA,
CEDAR CLIFF HIGH SCHOOL,390527,PA,
CEDAR CREST HIGH SCHOOL,390855,PA,
CELESTIAL PREP,393265,PA,
CENTENNIAL SCHOOL,390315,PA,
CENTER FOR STUDENT LEARNING CHARTER SCHL PENNSBURY,392264,PA,
CENTRAL BUCKS HIGH SCHOOL EAST,390488,PA,
CENTRAL BUCKS HIGH SCHOOL SOUTH,394992,PA,
CENTRAL BUCKS HIGH SCHOOL WEST,391045,PA,
CENTRAL CAMBRIA HIGH SCHOOL,391155,PA,
CENTRAL CATHOLIC HIGH SCHOOL,393655,PA,
CENTRAL COLUMBIA HIGH SCHOOL,390362,PA,
CENTRAL DAUPHIN EAST HIGH SCHOOL,391646,PA,
CENTRAL DAUPHIN HIGH SCHOOL,391645,PA,
CENTRAL HIGH SCHOOL,393275,PA,
CENTRAL HIGH SCHOOL,391315,PA,
CENTRAL HIGH SCHOOL,392420,PA,
CENTRAL MOUNTAIN HIGH SCHOOL,392315,PA,
CENTRAL PENNSYLVANIA DIGITAL LEARNING FOUNDATION,390056,PA,
CENTRAL SUSQUEHANNA,390948,PA,
CENTRAL VALLEY HIGH SCHOOL,392693,PA,
CENTRAL WESTMORELAND CAREER/TECH CTR,395458,PA,
CENTRAL YORK HIGH SCHOOL,395430,PA,
CENTRE COUNTY CHRISTIAN ACADEMY,390227,PA,
CEP MILLER,393419,PA,
CFS THE SCHOOL AT CHURCH FARM,393150,PA,
CHAMBERSBURG AREA CAREER MAGNET SCHOOL,390608,PA,
CHAMBERSBURG AREA SENIOR HIGH SCHOOL,390603,PA,
CHAMPION CHRISTIAN SCHOOL,390610,PA,
CHAPEL CHRISTIAN ACADEMY,392289,PA,
CHARLEROI AREA HIGH SCHOOL,390615,PA,
CHARLES CARROLL HIGH SCHOOL,393266,PA,
CHARTER SCHOOL OF EXCELLENCE,391291,PA,
CHARTIERS VALLEY HIGH SCHOOL,393658,PA,
CHARTIERS-HOUSTON HIGH SCHOOL,391832,PA,
CHELTENHAM HIGH SCHOOL,393280,PA,
CHESTER HIGH SCHOOL,390620,PA,
CHESTNUT RIDGE CHRISTIAN ACADEMY,393379,PA,
CHESTNUT RIDGE SENIOR HIGH SCHOOL,391380,PA,
CHESWICK CHRISTIAN ACADEMY,390633,PA,
CHICHESTER HIGH SCHOOL,390380,PA,
CHRIST INDEPENDENT BAPTIST ACADEMY,393421,PA,
CHRISTIAN ACADEMY,390622,PA,
CHRISTIAN COVENANT ACADEMY,393121,PA,
CHRISTIAN FELLOWSHIP ACADEMY GREENSBURG,391904,PA,
CHRISTIAN HOME OF JOHNSTOWN INC,391957,PA,
CHRISTIAN LIFE ACADEMY,391428,PA,
CHRISTIAN SCHOOL OF YORK,395431,PA,
CHRISTOPHER DOCK MENNONITE HIGH SCHOOL,392149,PA,
CHURCH CHRISTIAN ACADEMY,394758,PA,
CITY CENTER ACADEMY,393287,PA,
CITY CHARTER HIGH SCHOOL,393656,PA,
CLAIRTON HIGH SCHOOL,390650,PA,
CLARION AREA JUNIOR SENIOR HIGH SCHOOL,390663,PA,
CLARION COUNTY CHRISTIAN ACADEMY,390661,PA,
CLARION-LIMESTONE AREA HIGH SCHOOL,394710,PA,
CLAYSBURG-KIMMEL HIGH SCHOOL,390695,PA,
CLEARFIELD ALLIANCE CHRISTIAN SCHOOL,390702,PA,
CLEARFIELD AREA HIGH SCHOOL,390703,PA,
COATESVILLE AREA SENIOR HIGH SCHOOL,390740,PA,
COCALICO HIGH SCHOOL,390985,PA,
COCHRANTON JUNIOR SENIOR HIGH SCHOOL,390745,PA,
COLLEGIATE ACADEMY,391298,PA,
COLLEGIUM CHARTER SCHOOL,395163,PA,
COLUMBIA COUNTY CHRISTIAN SCHOOL,390358,PA,
COLUMBIA JR-SR HS,390770,PA,
COLUMBIA-MONTOUR AREA VOCATIONAL-TECHNICAL SCHOOL,390361,PA,
COMMODORE PERRY HIGH SCHOOL,391605,PA,
COMMONWEALTH CONNECTIONS ACADEMY,396082,PA,
COMMUNICATIONS TECHNOLOGY HIGH SCHOOL,393346,PA,
COMMUNITIES IN SCHOOLS ACADEMY,395196,PA,
COMMUNITY ACADEMY OF PHILADELPHIA,393292,PA,
COMMUNITY COLLEGE OF ALLEGHENY COUNTY ALLEGHENY,2156,PA,
COMMUNITY COLLEGE OF ALLEGHENY COUNTY BOYCE,2122,PA,
COMMUNITY COLLEGE OF ALLEGHENY COUNTY NORTH,2025,PA,
COMMUNITY COLLEGE OF ALLEGHENY COUNTY SOUTH,2123,PA,
COMMUNITY COLLEGE OF BEAVER COUNTY,2126,PA,
COMMUNITY COLLEGE OF PHILADELPHIA,2682,PA,
COMMUNITY PREPARATORY ACADEMY,391277,PA,
COMMUNITY SCHOOL EAST,394892,PA,
CONCEPT SCHOOL THE,390789,PA,
CONEMAUGH TOWNSHIP AREA HIGH SCHOOL,390970,PA,
CONEMAUGH VALLEY HIGH SCHOOL,390790,PA,
CONESTOGA CHRISTIAN SCHOOL,392747,PA,
CONESTOGA HIGH SCHOOL,390295,PA,
CONESTOGA VALLEY SENIOR HIGH SCHOOL,392105,PA,
CONGRESO DE LATINOS UNIDOS,392809,PA,
CONNEAUT AREA SENIOR HIGH SCHOOL,390800,PA,
CONNELLSVILLE AREA SENIOR HIGH SCHOOL,390810,PA,
CONRAD WEISER HIGH SCHOOL,394265,PA,
CONSTITUTION HIGH SCHOOL,393250,PA,
CONWELL-EGAN CATHOLIC HIGH SCHOOL,391361,PA,
COOKMAN ALTERNATIVE LEARNING COMMUNITY,393214,PA,
CORNELL HIGH SCHOOL,393740,PA,
CORNERSTONE CHRISTIAN PREPARATORY ACADEMY,395009,PA,
CORNERSTONE HS OF CHALUTZIM ACADEMY,393278,PA,
CORPORATION CORINTHIANS  COLLEGES INC,2201,PA,
CORRY AREA HIGH SCHOOL,390875,PA,
COUDERSPORT AREA JUNIOR-SENIOR HIGH SCHOOL,390880,PA,
COUNCIL ROCK HIGH SCHOOL NORTH,392985,PA,
COUNCIL ROCK HIGH SCHOOL SOUTH,391790,PA,
COUNTRY DAY SCHOOL OF THE SACRED HEART,393220,PA,
COVENANT CHRISTIAN ACADEMY,391649,PA,
COVENTRY CHRISTIAN SCHOOLS INC,394074,PA,
COWANESQUE VALLEY HIGH SCHOOL,395175,PA,
CRANBERRY AREA HIGH SCHOOL,394465,PA,
CREATIVE HOME EDUCATORS' SUPPORT SERVICES,392599,PA,
CREATIVE LEARNING ACADEMY,393513,PA,
CREFELD SCHOOL,393388,PA,
CRESTWOOD EDUCATION PROGRAM-WOODS SERVICES,392144,PA,
CRESTWOOD HIGH SCHOOL,395257,PA,
CRISPUS ATTUCKS YOUTHBUILD CHARTER SCHOOL,395433,PA,
CRISTO REY PHILADELPHIA HIGH SCHOOL,392807,PA,
CROOKED PLACE MADE STRAIGHT CHRISTIAN ACADEMY,393399,PA,
CUMBERLAND PERRY AREA VOCATIONAL TECHNICAL SCHOOL,392555,PA,
CUMBERLAND VALLEY CHRISTIAN SCHOOL,390604,PA,
CUMBERLAND VALLEY HIGH SCHOOL,392545,PA,
CURWENSVILLE AREA HIGH SCHOOL,390920,PA,
DALET SCHOOL,390312,PA,
DALLAS HIGH SCHOOL,390923,PA,
DALLASTOWN AREA HIGH SCHOOL,390930,PA,
DAMASCUS CHRISTIAN ACADEMY,390944,PA,
DANIEL BOONE SCHOOL,393414,PA,
DANIEL BOONE SENIOR HIGH SCHOOL,390160,PA,
DANVILLE AREA SENIOR HIGH SCHOOL,390950,PA,
DAUPHIN COUNTY TECHNICAL SCHOOL,391647,PA,
DAVID B OLIVER HIGH SCHOOL,393670,PA,
DAYSPRING CHRISTIAN ACADEMY,392107,PA,
DAYSPRING CHRISTIAN SCHOOL,394176,PA,
DE LA SALLE VOCATIONAL SCHOOL,390269,PA,
DE LASALLE-IN-TOWNE,393296,PA,
DEER LAKES HIGH SCHOOL,390635,PA,
DELAWARE COUNTY CHRISTIAN SCHOOL,392998,PA,
DELAWARE COUNTY COMMUNITY COLLEGE,2125,PA,
DELAWARE COUNTY TECHNICAL HIGH SCHOOL,391393,PA,
DELAWARE VALLEY CHARTER HIGH SCHOOL,393297,PA,
DELAWARE VALLEY FRIENDS SCHOOL,390483,PA,
DELAWARE VALLEY HIGH SCHOOL,392635,PA,
DELAWARE VALLEY HIGH SCHOOL,394976,PA,
DELAWARE VALLEY HIGH SCHOOL CENTER CITY,393528,PA,
DELONE CATHOLIC HIGH SCHOOL,392520,PA,
DELTA SCHOOL,393206,PA,
DERRY AREA HIGH SCHOOL,390990,PA,
DESTINY CHRISTIAN ACADEMY,393460,PA,
DEVEREUX DAY SCHOOL,391039,PA,
DEVON PREPARATORY SCHOOL,391005,PA,
DONEGAL HIGH SCHOOL,392795,PA,
DOVER AREA HIGH SCHOOL,391030,PA,
DOWNINGTOWN HIGH SCHOOL EAST CAMPUS,391341,PA,
DOWNINGTOWN STEM ACADEMY,391036,PA,
DOWNINGTOWN WEST,391033,PA,
DR ROBERT KETTERER CHARTER SCHOOL,391579,PA,
DUBOIS AREA CATHOLIC SCHOOL,391055,PA,
DUBOIS AREA SENIOR HIGH SCHOOL,391053,PA,
DUBOIS CHRISTIAN SCHOOLS,391052,PA,
DUNBAR BAPTIST ACADEMY,391072,PA,
DUNMORE JUNIOR SENIOR HIGH SCHOOL,391080,PA,
DUQUESNE HIGH SCHOOL,391090,PA,
EAST ALLEGHENY HIGH SCHOOL,395350,PA,
EAST FOREST HIGH SCHOOL,392405,PA,
EAST HIGH SCHOOL,391280,PA,
EAST JUNIATA JUNIOR SENIOR HIGH SCHOOL,390755,PA,
EAST PENNSBORO AREA HIGH SCHOOL,391260,PA,
EAST STROUDSBURG AREA HIGH SCHOOL NORTH,391019,PA,
EAST STROUDSBURG AREA HIGH SCHOOL SOUTH,391150,PA,
EAST STROUDSBURG CHRISTIAN ACADEMY,391151,PA,
EASTERN LEBANON COUNTY HIGH SCHOOL,392840,PA,
EASTERN UNIVERSITY ACADEMY CHARTER SCHOOL,393562,PA,
EASTERN YORK HIGH SCHOOL,395390,PA,
EASTON AREA ACADEMY,391132,PA,
EASTON AREA HIGH SCHOOL,391130,PA,
EASTON CHRISTIAN SCHOOL,391131,PA,
EDEN CHRISTIAN ACADEMY,393631,PA,
EDISON PREP,391047,PA,
EDISON-FAREIRA HIGH SCHOOL,393542,PA,
EDWARD BOK AREA VOCATIONAL-TECHNICAL SCHOOL,393295,PA,
EISENHOWER MIDDLE SENIOR HIGH SCHOOL,390002,PA,
EL CENTRO DE ESTUDIANTES,393211,PA,
ELIZABETH FORWARD HIGH SCHOOL,391195,PA,
ELIZABETHTOWN AREA HIGH SCHOOL,391200,PA,
ELK COUNTY CATHOLIC HIGH SCHOOL,394325,PA,
ELK LAKE HIGH SCHOOL,391017,PA,
ELKLAND AREA HIGH SCHOOL,391220,PA,
ELLIS SCHOOL,393695,PA,
ELMER L MEYERS HIGH SCHOOL,395255,PA,
ELVERSON MILITARY ACADEMY,392793,PA,
EMMANUEL BAPTIST CHRISTIAN ACADEMY,392552,PA,
EMMANUEL WESLEYAN ACADEMY,391584,PA,
EMMAUS BAPTIST ACADEMY,391251,PA,
EMMAUS HIGH SCHOOL,391250,PA,
ENDLESS MTS CHRISTIAN ACADEMY,394886,PA,
EPHRATA SENIOR HIGH SCHOOL,391265,PA,
EPISCOPAL ACADEMY,393300,PA,
ERIE COUNTY HOME SCHOOLERS,391281,PA,
ERIE FIRST CHRISTIAN ACADEMY,391282,PA,
ESPERANZA CYBER CHARTER SCHOOL,393503,PA,
EVANGEL HEIGHTS CHRISTIAN ACADEMY,394355,PA,
EVELYN GRAVES CHRISTIAN ACADEMY,393303,PA,
EVERETT AREA HIGH SCHOOL,391335,PA,
EVERGREEN COMMUNITY SCHOOL,392771,PA,
EXCEL ACADEMY CENTRAL,392801,PA,
EXCEL ACADEMY SOUTH,393251,PA,
EXETER TOWNSHIP SENIOR HIGH SCHOOL,394145,PA,
FAIRFIELD AREA HIGH SCHOOL,391360,PA,
FAIRVIEW HIGH SCHOOL,391365,PA,
FAITH BAPTIST CHRISTIAN ACADEMY,391364,PA,
FAITH BIBLE ACADEMY,394363,PA,
FAITH BIBLE BAPTIST ACADEMY,391619,PA,
FAITH BUILDERS CHRISTIAN SCHOOL,391596,PA,
FAITH CHRISTIAN ACADEMY,394462,PA,
FAITH CHRISTIAN ACADEMY,392833,PA,
FAITH CHRISTIAN ACADEMY,394466,PA,
FAITH CHRISTIAN SCHOOL,395297,PA,
