High School Name,Code,State
FAIRFIELD LUDLOWE HIGH SCHOOL,70187,CT
HOUSATONIC VALLEY REGIONAL HIGH SCHOOL,70205,CT
GUILFORD HIGH SCHOOL,70255,CT
HAMDEN HIGH SCHOOL,70260,CT
SACRED HEART ACADEMY,70263,CT
SPORT AND MEDICAL SCIENCE ACADEMY,70291,CT
WATKINSON SCHOOL,70320,CT
GRISWOLD HIGH SCHOOL,70325,CT
KENT SCHOOL,70330,CT
FORMAN SCHOOL,70350,CT
LITCHFIELD HIGH SCHOOL,70355,CT
DANIEL HAND HIGH SCHOOL,70370,CT
EAST CATHOLIC HIGH SCHOOL,70373,CT
MANCHESTER HIGH SCHOOL,70380,CT
HORACE C WILCOX TECHNICAL HIGH SCHOOL,70385,CT
ORVILLE H PLATT HIGH SCHOOL,70388,CT
WESTOVER SCHOOL,70395,CT
MERCY HIGH SCHOOL,70398,CT
WALTER G CADY SCHOOL,70408,CT
NAUGATUCK HIGH SCHOOL,70440,CT
NEW BRITAIN HIGH SCHOOL,70455,CT
NEW CANAAN HIGH SCHOOL,70465,CT
HIGH SCHOOL IN THE COMMUNITY,70487,CT
HOPKINS SCHOOL,70490,CT
JAMES HILLHOUSE HIGH SCHOOL,70495,CT
WILLIAMS SCHOOL,70535,CT
CANTERBURY SCHOOL,70540,CT
NEW MILFORD HIGH SCHOOL,70545,CT
WHEELER MIDDLE/HIGH SCHOOL,70575,CT
NORWALK HIGH SCHOOL,70580,CT
NORWICH FREE ACADEMY,70590,CT
LYME-OLD LYME HIGH SCHOOL,70600,CT
SALISBURY SCHOOL,70655,CT
SHELTON HIGH SCHOOL,70665,CT
SIMSBURY HIGH SCHOOL,70675,CT
SOUTHINGTON HIGH SCHOOL,70690,CT
SOUTH KENT SCHOOL,70695,CT
BRIEN MCMAHON HIGH SCHOOL,70698,CT
STAFFORD HIGH SCHOOL,70705,CT
WESTHILL HIGH SCHOOL,70751,CT
MASUK HIGH SCHOOL,70753,CT
EDWIN O SMITH HIGH SCHOOL,70754,CT
TERRYVILLE HIGH SCHOOL,70770,CT
TOLLAND HIGH SCHOOL,70792,CT
TORRINGTON HIGH SCHOOL,70795,CT
TRUMBULL HIGH SCHOOL,70800,CT
FARMINGTON HIGH SCHOOL,70805,CT
LEWIS S MILLS HIGH SCHOOL,70807,CT
LYMAN HALL HIGH SCHOOL,70815,CT
HOLY CROSS HIGH SCHOOL,70838,CT
WILBY HIGH SCHOOL,70870,CT
TAFT SCHOOL,70880,CT
CONARD HIGH SCHOOL,70887,CT
NORTHWEST CATHOLIC HIGH SCHOOL,70896,CT
NOTRE DAME HIGH SCHOOL,70905,CT
WEST HAVEN HIGH SCHOOL,70910,CT
WESTON HIGH SCHOOL,70913,CT
WILTON HIGH SCHOOL,70938,CT
NONNEWAUG HIGH SCHOOL,70970,CT
HYDE SCHOOL WOODSTOCK,70972,CT
WOODSTOCK ACADEMY,70975,CT
CARAVEL ACADEMY,80002,DE
CAESAR RODNEY HIGH SCHOOL,80005,DE
DOVER HIGH SCHOOL,80030,DE
LAKE FOREST HIGH SCHOOL,80040,DE
SUSSEX CENTRAL SENIOR HIGH SCHOOL,80050,DE
SUSSEX TECHNICAL HIGH SCHOOL,80052,DE
LAUREL SENIOR HIGH SCHOOL,80075,DE
CAPE HENLOPEN HIGH SCHOOL,80080,DE
MILFORD SENIOR HIGH SCHOOL,80100,DE
HODGSON VOCATIONAL-TECHNICAL HIGH SCHOOL,80111,DE
GLASGOW HIGH SCHOOL,80116,DE
WILLIAM PENN HIGH SCHOOL,80125,DE
SEAFORD SENIOR HIGH SCHOOL,80140,DE
ALEXIS I DUPONT HIGH SCHOOL,80155,DE
BRANDYWINE HIGH SCHOOL,80158,DE
CHARTER SCHOOL OF WILMINGTON,80164,DE
DELCASTLE TECHNICAL HIGH SCHOOL,80170,DE
HOWARD HIGH SCHOOL TECHNOLOGY,80175,DE
SAINT MARKS HIGH SCHOOL,80194,DE
SALESIANUM SCHOOL,80195,DE
URSULINE ACADEMY,80210,DE
SANTA FE HIGH SCHOOL,100005,FL
APOPKA HIGH SCHOOL,100035,FL
BAKER HIGH SCHOOL,100065,FL
BARTOW SENIOR HIGH SCHOOL,100085,FL
INTERNATIONAL BACCALAUREATE SCHOOL,100089,FL
BLOUNTSTOWN HIGH SCHOOL,100115,FL
BOCA RATON COMMUNITY HIGH SCHOOL,100131,FL
SPANISH RIVER COMMUNITY HIGH SCHOOL,100136,FL
MANATEE HIGH SCHOOL,100145,FL
LAKEWOOD RANCH HIGH SCHOOL,100162,FL
LIBERTY COUNTY HIGH SCHOOL,100165,FL
HERNANDO HIGH SCHOOL,100175,FL
IMG ACADEMY,100179,FL
FLAGLER PALM COAST HIGH SCHOOL,100185,FL
IDA S BAKER HIGH SCHOOL,100204,FL
CELEBRATION HIGH SCHOOL,100228,FL
EAST RIDGE HIGH SCHOOL,100247,FL
NORTH BROWARD SCHOOL,100249,FL
PALM HARBOR UNIVERSITY HIGH SCHOOL,100254,FL
CLEARWATER CENTRAL CATHOLIC HIGH SCHOOL,100258,FL
COUNTRYSIDE HIGH SCHOOL,100264,FL
CLEARWATER HIGH SCHOOL,100265,FL
SOUTH LAKE HIGH SCHOOL,100270,FL
CLEWISTON HIGH SCHOOL,100275,FL
COOPER CITY HIGH SCHOOL,100286,FL
CORAL GABLES SENIOR HIGH SCHOOL,100289,FL
GULLIVER PREPARATORY SCHOOL,100293,FL
CORAL SPRINGS HIGH SCHOOL,100299,FL
TARAVELLA J P HIGH SCHOOL,100301,FL
WAKULLA HIGH SCHOOL,100310,FL
ATLANTIC TECHNICAL CENTER MAGNET HIGH SCHOOL,100324,FL
MONARCH HIGH SCHOOL,100328,FL
SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,100331,FL
CRYSTAL RIVER HIGH SCHOOL,100335,FL
PASCO HIGH SCHOOL,100345,FL
MAINLAND HIGH SCHOOL,100355,FL
DELAND HIGH SCHOOL,100393,FL
ATLANTIC COMMUNITY HIGH SCHOOL,100420,FL
PINE RIDGE HIGH SCHOOL,100422,FL
DELTONA HIGH SCHOOL,100423,FL
DUNEDIN SENIOR HIGH SCHOOL,100428,FL
LAKE REGION HIGH SCHOOL,100436,FL
LEMON BAY HIGH SCHOOL,100442,FL
FERNANDINA BEACH HIGH SCHOOL,100460,FL
LAKE BRANTLEY HIGH SCHOOL,100466,FL
SAINT THOMAS AQUINAS HIGH SCHOOL,100475,FL
WESTERN HIGH SCHOOL,100476,FL
HOLLYWOOD HILLS HIGH SCHOOL,100478,FL
BOYD H ANDERSON HIGH SCHOOL,100479,FL
DILLARD HIGH SCHOOL,100480,FL
FORT LAUDERDALE HIGH SCHOOL,100490,FL
NORTHEAST HIGH SCHOOL,100494,FL
PINE CREST SCHOOL,100495,FL
NOVA HIGH SCHOOL,100496,FL
PLANTATION HIGH SCHOOL,100497,FL
STRANAHAN HIGH SCHOOL,100498,FL
RIVERDALE HIGH SCHOOL,100510,FL
FORT MYERS HIGH SCHOOL,100515,FL
FORT PIERCE CENTRAL HIGH SCHOOL,100520,FL
LINCOLN PARK ACADEMY,100525,FL
FORT WALTON BEACH HIGH SCHOOL,100532,FL
BUCHHOLZ HIGH SCHOOL,100543,FL
EASTSIDE HIGH SCHOOL,100544,FL
GAINESVILLE HIGH SCHOOL,100545,FL
GAINESVILLE JOB CORPS CENTER,100554,FL
GRACEVILLE HIGH SCHOOL,100570,FL
POPLAR SPRINGS HIGH SCHOOL,100575,FL
ARCHBISHOP EDWARD A MCCARTHY HIGH SCHOOL,100577,FL
CLAY HIGH SCHOOL,100585,FL
CALVARY CHRISTIAN ACADEMY,100602,FL
SOUTH FORT MYERS HIGH SCHOOL,100609,FL
GULF BREEZE HIGH SCHOOL,100618,FL
HAINES CITY SENIOR HIGH SCHOOL,100620,FL
HALLANDALE HIGH SCHOOL,100636,FL
HIALEAH HIGH SCHOOL,100662,FL
HIALEAH MIAMI LAKES SENIOR HIGH,100664,FL
AMERICAN SENIOR HIGH SCHOOL,100666,FL
CHAMINADE-MADONNA COLLEGE PREPARATORY SCHOOL,100678,FL
SOUTH DADE SENIOR HIGH SCHOOL,100700,FL
HOMESTEAD SENIOR HIGH SCHOOL,100701,FL
IMMOKALEE HIGH SCHOOL,100705,FL
PUTNAM BANNER PRIVATE SCHOOL,100716,FL
ALLEN D NEASE HIGH SCHOOL,100729,FL
EPISCOPAL SCHOOL OF JACKSONVILLE,100761,FL
MANDARIN HIGH SCHOOL,100769,FL
STANTON COLLEGE PREP SCHOOL,100775,FL
PAXON SCHOOL FOR ADVANCED STUDIES,100780,FL
PROVIDENCE SCHOOL,100781,FL
ROBERT E LEE SENIOR HIGH SCHOOL,100785,FL
SANDALWOOD SENIOR HIGH SCHOOL,100787,FL
DOUGLAS ANDERSON SCHOOL FOR THE ARTS,100791,FL
HAMILTON COUNTY HIGH SCHOOL,100805,FL
EAGLES VIEW ACADEMY,100822,FL
JUPITER COMMUNITY SENIOR HIGH SCHOOL,100825,FL
KATHLEEN SENIOR HIGH SCHOOL,100830,FL
KEYSTONE HTS JRSR HIGH SCHOOL,100833,FL
POTTERS HOUSE ACADEMY,100837,FL
MATER ACADEMY CHARTER MIDDLE HIGH SCHOOL,100838,FL
OSCEOLA COUNTY SCHOOL FOR THE ARTS,100842,FL
JENSEN BEACH HIGH SCHOOL,100846,FL
HARMONY HIGH SCHOOL,100847,FL
OSCEOLA HIGH SCHOOL,100860,FL
PROFESSIONAL AND TECHNICAL HIGH SCHOOL-PATHS,100864,FL
LAKE MARY PREPARATORY SCHOOL,100881,FL
LAKE MARY HIGH SCHOOL,100883,FL
LAKE GIBSON SENIOR HIGH SCHOOL,100889,FL
LAKELAND SENIOR HIGH SCHOOL,100890,FL
GEORGE JENKINS HIGH SCHOOL,100894,FL
MCKEEL ACADEMY,100896,FL
LAKE PLACID HIGH SCHOOL,100900,FL
SANTALUCES COMMUNITY HIGH SCHOOL,100918,FL
LAUREL HILL SCHOOL,100930,FL
LEHIGH SENIOR HIGH SCHOOL,100942,FL
LECANTO HIGH SCHOOL,100944,FL
NEWSOME HIGH SCHOOL,100957,FL
LYMAN HIGH SCHOOL,100960,FL
EAGLE CHARTER ACADEMY,100973,FL
DORAL ACADEMY CHARTER HIGH SCHOOL,100978,FL
MADISON COUNTY HIGH SCHOOL,100980,FL
LAKE HOWELL HIGH SCHOOL,100986,FL
MIAMI LAKES EDUCATIONAL CENTER,100991,FL
EBENEZER CHRISTIAN ACADEMY,101001,FL
MARIANNA HIGH SCHOOL,101002,FL
HOLY TRINITY EPISCOPAL ACADEMY,101003,FL
FELIX VARELA SENIOR HIGH,101004,FL
WEST SHORE JUNIOR-SENIOR HIGH SCHOOL,101009,FL
LAFAYETTE HIGH SCHOOL,101015,FL
MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL,101018,FL
MELBOURNE HIGH SCHOOL,101025,FL
MERRITT ISLAND HIGH SCHOOL,101033,FL
ARCHBISHOP CURLEY-NOTRE DAME SCHOOL,101040,FL
CHRISTOPHER COLUMBUS HIGH SCHOOL,101048,FL
PALMER TRINITY SCHOOL,101055,FL
BELEN JESUIT PREPARATORY SCHOOL,101059,FL
IMMACULATA LASALLE HIGH SCHOOL,101061,FL
MIAMI CORAL PARK SENIOR HIGH SCHOOL,101067,FL
MIAMI JACKSON SENIOR HIGH SCHOOL,101068,FL
MIAMI NORLAND SENIOR HIGH SCHOOL,101073,FL
MIAMI SENIOR HIGH SCHOOL,101075,FL
MIAMI SUNSET SENIOR HIGH SCHOOL,101089,FL
SOUTH MIAMI SENIOR HIGH SCHOOL,101101,FL
SOUTHWEST MIAMI SENIOR HIGH SCHOOL,101102,FL
MIAMI BEACH SENIOR HIGH SCHOOL,101140,FL
CENTRAL SCHOOL,101150,FL
G HOLMES BRADDOCK HIGH SCHOOL,101153,FL
MAST ACADEMY,101161,FL
MIRAMAR HIGH SCHOOL,101172,FL
WILLIAM H TURNER TECHNICAL ARTS HIGH SCHOOL,101184,FL
MONTVERDE ACADEMY,101185,FL
BARBARA GOLEMAN HIGH SCHOOL,101191,FL
CHRISTIAN HOME AND BIBLE SCHOOL,101198,FL
CORAL REEF SENIOR HIGH SCHOOL,101199,FL
MOUNT DORA HIGH SCHOOL,101200,FL
COMMUNITY SCHOOL OF NAPLES,101206,FL
BARRON COLLIER HIGH SCHOOL,101207,FL
NAPLES HIGH SCHOOL,101210,FL
LELY HIGH SCHOOL,101212,FL
NEW SMYRNA BEACH HIGH SCHOOL,101230,FL
NORTH MIAMI SENIOR HIGH SCHOOL,101235,FL
CYPRESS CREEK HIGH SCHOOL,101248,FL
VANGUARD HIGH SCHOOL,101259,FL
OKEECHOBEE HIGH SCHOOL,101270,FL
MONSIGNOR EDWARD PACE HIGH SCHOOL,101271,FL
ORANGE PARK HIGH SCHOOL,101274,FL
SAINT JOHNS COUNTRY DAY SCHOOL,101275,FL
DR PHILLIPS HIGH SCHOOL,101279,FL
EDGEWATER HIGH SCHOOL,101290,FL
LAKE HIGHLAND PREPARATORY SCHOOL,101294,FL
JONES HIGH SCHOOL,101295,FL
UNIVERSITY HIGH SCHOOL,101309,FL
WILLIAM R BOONE HIGH SCHOOL,101310,FL
OVIEDO HIGH SCHOOL,101315,FL
GLADES DAY SCHOOL,101317,FL
PACE HIGH SCHOOL,101319,FL
PALATKA HIGH SCHOOL,101330,FL
PALM BEACH GARDENS COMMUNITY HIGH SCHOOL,101341,FL
MARJORY STONEMAN DOUGLAS HIGH SCHOOL,101348,FL
PALMETTO HIGH SCHOOL,101352,FL
A CRAWFORD MOSLEY HIGH SCHOOL,101357,FL
RUTHERFORD HIGH SCHOOL,101361,FL
PENSACOLA CATHOLIC HIGH SCHOOL,101365,FL
ESCAMBIA HIGH SCHOOL,101371,FL
SOUTH PLANTATION HIGH SCHOOL,101413,FL
AMERICAN HERITAGE SCHOOL,101422,FL
DURANT SENIOR HIGH SCHOOL,101423,FL
CHARLES W FLANAGAN HIGH SCHOOL,101424,FL
BLANCHE ELY HIGH SCHOOL,101430,FL
PORT CHARLOTTE HIGH SCHOOL,101436,FL
SPRUCE CREEK HIGH SCHOOL,101437,FL
CHARLOTTE HIGH SCHOOL,101450,FL
NORTH MARION HIGH SCHOOL,101465,FL
SUNCOAST COMMUNITY HIGH SCHOOL,101466,FL
INLET GROVE COMMUNITY HIGH SCHOOL,101467,FL
SAINT AUGUSTINE HIGH SCHOOL,101470,FL
SAINT CLOUD HIGH SCHOOL,101485,FL
ROYAL PALM BEACH COMMUNITY HIGH SCHOOL,101493,FL
NAVARRE HIGH SCHOOL,101494,FL
BOCA CIEGA SENIOR HIGH SCHOOL,101505,FL
GIBBS SENIOR HIGH SCHOOL,101510,FL
RIDGEVIEW HIGH SCHOOL,101514,FL
LAKEWOOD HIGH SCH CTR FOR ADVANCED TECHNOLOGIES,101515,FL
SAINT PETERSBURG CATHOLIC HIGH SCHOOL,101523,FL
PEMBROKE PINES CHARTER HIGH SCHOOL,101525,FL
RIVERVIEW SENIOR HIGH SCHOOL,101528,FL
BOOKER T WASHINGTON SENIOR HIGH SCHOOL,101536,FL
GULF COAST HIGH SCHOOL,101540,FL
SAINT LUCIE WEST CENTENNIAL HIGH SCHOOL,101542,FL
SOUTHEAST HIGH SCHOOL,101543,FL
DR MICHAEL M KROP SENIOR HIGH SCHOOL,101545,FL
POMPANO BEACH HIGH SCHOOL,101550,FL
SEMINOLE HIGH SCHOOL,101565,FL
OUT OF DOOR ACADEMY HIGH SCHOOL,101579,FL
RIVERVIEW HIGH SCHOOL,101583,FL
SARASOTA HIGH SCHOOL,101585,FL
SEBASTIAN RIVER HIGH SCHOOL,101590,FL
BAYSIDE HIGH SCHOOL,101592,FL
SEBRING HIGH SCHOOL,101595,FL
ARMWOOD HIGH SCHOOL,101596,FL
PEDRO MENENDEZ HIGH SCHOOL,101601,FL
J R ARNOLD HIGH SCHOOL,101607,FL
NORTH PORT HIGH SCHOOL,101613,FL
CHRISTIAN INSTITUTE OF ARTS AND SCIENCES INCORPORA,101614,FL
INTERNATIONAL LEARNING ACADEMY,101619,FL
MIAMI PALMETTO SENIOR HIGH SCHOOL,101623,FL
SPRING HILL CHRISTIAN ACADEMY,101629,FL
MARTIN COUNTY HIGH SCHOOL,101635,FL
TIMBER CREEK HIGH SCHOOL,101641,FL
PIPER HIGH SCHOOL,101646,FL
MACLAY SCHOOL,101648,FL
FLORIDA A&M UNIVERSITY HIGH SCHOOL,101650,FL
AMOS P GODBY HIGH SCHOOL,101652,FL
LAWTON CHILES HIGH SCHOOL,101654,FL
WEST PORT HIGH SCHOOL,101655,FL
OLYMPIA HIGH SCHOOL,101656,FL
FLORIDA STATE UNIVERSITY SCHOOL,101676,FL
CHAMBERLAIN HIGH SCHOOL,101692,FL
CITRUS PARK CHRISTIAN SCHOOL,101693,FL
H B PLANT HIGH SCHOOL,101700,FL
THOMAS JEFFERSON HIGH SCHOOL,101710,FL
BRAULIO ALONSO HIGH SCHOOL,101714,FL
C LEON KING HIGH SCHOOL,101717,FL
LETO COMPREHENSIVE HIGH SCHOOL,101718,FL
CAMBRIDGE SCHOOL,101723,FL
TAMPA PREPARATORY SCHOOL,101729,FL
TAMPA CATHOLIC HIGH SCHOOL,101731,FL
TAMPA BAY TECHNICAL HIGH SCHOOL,101732,FL
TARPON SPRINGS SENIOR HIGH SCHOOL,101735,FL
VIVIAN GAITHER HIGH SCHOOL,101738,FL
EAST LAKE HIGH SCHOOL,101739,FL
HOWARD W BLAKE HIGH SCHOOL,101750,FL
WHARTON HIGH SCHOOL,101751,FL
WALTER L SICKLES HIGH SCHOOL,101752,FL
PARKWAY ACADEMY AT BCC MIRAMAR,101756,FL
TITUSVILLE ASTRONAUT HIGH SCHOOL,101758,FL
TITUSVILLE HIGH SCHOOL,101760,FL
FREEDOM HIGH SCHOOL,101771,FL
BLOOMINGDALE SENIOR HIGH SCHOOL,101778,FL
VENICE HIGH SCHOOL,101780,FL
VERO BEACH SENIOR HIGH SCHOOL,101795,FL
FLEMING ISLAND HIGH SCHOOL,101798,FL
FREEDOM HIGH SCHOOL,101801,FL
HARDEE SENIOR HIGH SCHOOL,101805,FL
EVERGLADES HIGH SCHOOL,101807,FL
SADDLEBROOK PREPARATORY SCHOOL,101810,FL
WESLEY CHAPEL HIGH SCHOOL,101812,FL
MCARTHUR HIGH SCHOOL,101817,FL
FOREST HILL HIGH SCHOOL,101818,FL
PALM BEACH LAKES COMMUNITY HIGH SCHOOL,101820,FL
ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS,101822,FL
WELLINGTON HIGH SCHOOL,101839,FL
CYPRESS BAY HIGH SCHOOL,101842,FL
PALM BEACH CENTRAL HIGH SCHOOL,101844,FL
JOHN A FERGUSON SENIOR HIGH SCHOOL,101846,FL
WILLISTON HIGH SCHOOL,101870,FL
PALMETTO RIDGE HIGH SCHOOL,101872,FL
WEST ORANGE HIGH SCHOOL,101885,FL
WINTER HAVEN SENIOR HIGH SCHOOL,101890,FL
TRINITY PREPARATORY SCHOOL,101898,FL
WINTER SPRINGS HIGH SCHOOL,101905,FL
ZEPHYRHILLS HIGH SCHOOL,101915,FL
OCOEE HIGH SCHOOL,101979,FL
G-STAR SCHOOL OF THE ARTS,101982,FL
MATANZAS HIGH SCHOOL,102007,FL
DOCTORS CHARTER SCHOOL OF MIAMI SHORES,102022,FL
SHORECREST PREPARATORY SCHOOL,102026,FL
LAND O LAKES CHRISTIAN SCHOOL,102040,FL
NORTH COBB HIGH SCHOOL,110005,GA
ADAIRSVILLE HIGH SCHOOL,110010,GA
MONROE COMPREHENSIVE HIGH SCHOOL,110045,GA
WESTOVER COMPREHENSIVE HIGH SCHOOL,110048,GA
ALPHARETTA HIGH SCHOOL,110058,GA
MILTON HIGH SCHOOL,110060,GA
AMERICUS-SUMTER COUNTY HIGH SCHOOL SOUTH,110065,GA
AMERICUS SUMTER COUNTY HIGH SCHOOL NORTH,110073,GA
ATHENS ACADEMY,110113,GA
CLARKE CENTRAL HIGH SCHOOL,110115,GA
CEDAR SHOALS HIGH SCHOOL,110116,GA
PRINCE AVENUE CHRISTIAN SCHOOL,110119,GA
ATLANTA ADVENTIST ACADEMY,110124,GA
ARLINGTON CHRISTIAN SCHOOL,110125,GA
BOOKER T WASHINGTON HIGH SCHOOL,110130,GA
ATLANTA INTERNATIONAL SCHOOL,110132,GA
ATLANTA GIRLS SCHOOL,110133,GA
BEN FRANKLIN ACADEMY,110134,GA
CHATTAHOOCHEE HIGH SCHOOL,110146,GA
DRUID HILLS HIGH SCHOOL,110162,GA
FREDERICK DOUGLASS HIGH SCHOOL,110164,GA
HENRY W GRADY HIGH SCHOOL,110170,GA
LAKESIDE HIGH SCHOOL,110184,GA
MARIST SCHOOL,110195,GA
DEKALB SCHOOL OF THE ARTS,110201,GA
PAIDEIA SCHOOL,110214,GA
RIVERWOOD INTERNATIONAL CHARTER,110216,GA
PACE ACADEMY,110217,GA
SAINT PIUS X CATHOLIC HIGH SCHOOL,110226,GA
BENJAMIN E MAYS HIGH SCHOOL,110235,GA
D M THERRELL SCHOOL OF BUSINESS & ENTREPRENEURSHIP,110242,GA
SOUTH ATLANTA SCH LEADERSHIP/ECONOMIC EMPOWERMENT,110248,GA
THE WESTMINSTER SCHOOLS,110256,GA
WESTLAKE HIGH SCHOOL,110258,GA
TECH HIGH SCHOOL,110262,GA
AUGUSTA PREPARATORY DAY SCHOOL,110278,GA
CROSS CREEK HIGH SCHOOL,110286,GA
JOHN S DAVIDSON FINE ARTS SCHOOL,110294,GA
SOUTH COBB HIGH SCHOOL,110305,GA
LAMAR COUNTY COMPREHENSIVE HIGH SCHOOL,110343,GA
APPLING COUNTY HIGH SCHOOL,110365,GA
PIERCE COUNTY HIGH SCHOOL,110370,GA
EARLY COUNTY HIGH SCHOOL,110385,GA
JACKSON COUNTY COMPREHENSIVE HIGH SCHOOL,110425,GA
BUFORD HIGH SCHOOL,110505,GA
CAIRO HIGH SCHOOL,110540,GA
GORDON CENTRAL HIGH SCHOOL,110553,GA
SONORAVILLE HIGH SCHOOL,110561,GA
CHEROKEE HIGH SCHOOL,110589,GA
SEQUOYAH HIGH SCHOOL,110590,GA
CREEKVIEW HIGH SCHOOL,110591,GA
FRANKLIN COUNTY HIGH SCHOOL,110595,GA
CARROLLTON HIGH SCHOOL,110603,GA
CARTERSVILLE HIGH SCHOOL,110615,GA
CHAMBLEE HIGH SCHOOL,110650,GA
BANNEKER HIGH SCHOOL,110794,GA
WOODWARD ACADEMY,110797,GA
CARVER HIGH SCHOOL,110823,GA
COLUMBUS HIGH SCHOOL,110825,GA
HARDAWAY HIGH SCHOOL,110828,GA
ST ANNE-PACELLI CATHOLIC SCHOOL,110832,GA
SHAW HIGH SCHOOL,110834,GA
NORTHSIDE HIGH SCHOOL,110838,GA
HERITAGE HIGH SCHOOL,110857,GA
ROCKDALE COUNTY HIGH SCHOOL,110860,GA
CRISP COUNTY HIGH SCHOOL,110870,GA
NEWTON HIGH SCHOOL,110905,GA
FORSYTH CENTRAL HIGH SCHOOL,110920,GA
NORTH FORSYTH HIGH SCHOOL,110921,GA
DACULA HIGH SCHOOL,110950,GA
LUMPKIN COUNTY HIGH SCHOOL,110955,GA
EAST PAULDING HIGH SCHOOL,110957,GA
DALTON HIGH SCHOOL,110970,GA
SOUTHEAST WHITFIELD COUNTY HIGH SCHOOL,110990,GA
ACADEME OF THE OAKS,111036,GA
COLUMBIA HIGH SCHOOL,111043,GA
DECATUR HIGH SCHOOL,111045,GA
SOUTHWEST DEKALB HIGH SCHOOL,111048,GA
TOWERS HIGH SCHOOL,111049,GA
ROBERT S ALEXANDER COMPREHENSIVE HIGH SCHOOL,111104,GA
CHAPEL HILL HIGH SCHOOL,111107,GA
DOUGLAS COUNTY HIGH SCHOOL,111110,GA
KINGS WAY CHRISTIAN SCHOOL,111112,GA
DUBLIN HIGH SCHOOL,111124,GA
NORTHVIEW HIGH SCHOOL,111148,GA
DULUTH HIGH SCHOOL,111150,GA
DUNWOODY HIGH SCHOOL,111152,GA
NORTH SPRINGS CHARTER HIGH SCHOOL,111154,GA
TRI-CITIES HIGH SCHOOL,111175,GA
ELBERT COUNTY COMPREHENSIVE HIGH SCHOOL,111210,GA
CEDAR GROVE HIGH SCHOOL,111228,GA
GILMER HIGH SCHOOL,111230,GA
EVANS HIGH SCHOOL,111255,GA
GREENBRIER HIGH SCHOOL,111258,GA
CREEKSIDE HIGH SCHOOL,111265,GA
OUR LADY OF MERCY CATHOLIC HIGH SCHOOL,111269,GA
STARR'S MILL HIGH SCHOOL,111277,GA
WHITEWATER HIGH SCHOOL,111279,GA
FLOWERY BRANCH HIGH SCHOOL,111281,GA
FOREST PARK HIGH SCHOOL,111305,GA
PEACH COUNTY HIGH SCHOOL,111333,GA
HEARD COUNTY COMPREHENSIVE HIGH SCHOOL,111350,GA
CHESTATEE HIGH SCHOOL,111371,GA
GAINESVILLE HIGH SCHOOL,111385,GA
NORTH HALL HIGH SCHOOL,111395,GA
RIVERSIDE MILITARY ACADEMY,111405,GA
GEORGE WALTON ACADEMY,111455,GA
JONES COUNTY HIGH SCHOOL,111475,GA
SPALDING HIGH SCHOOL,111513,GA
HARRIS COUNTY HIGH SCHOOL,111545,GA
DUTCHTOWN HIGH SCHOOL,111551,GA
HART COUNTY HIGH SCHOOL,111580,GA
HIRAM HIGH SCHOOL,111608,GA
MILL CREEK HIGH SCHOOL,111653,GA
JACKSON HIGH SCHOOL,111675,GA
WAYNE COUNTY HIGH SCHOOL,111720,GA
HARRISON HIGH SCHOOL,111734,GA
KENNESAW MOUNTAIN HIGH SCHOOL,111739,GA
LAGRANGE HIGH SCHOOL,111765,GA
LANIER COUNTY HIGH SCHOOL,111785,GA
CENTRAL GWINNETT HIGH SCHOOL,111805,GA
LEE COUNTY HIGH SCHOOL,111810,GA
BERKMAR HIGH SCHOOL,111825,GA
PEPPERELL HIGH SCHOOL,111835,GA
MARTIN LUTHER KING JR HIGH SCHOOL,111843,GA
SHILOH HIGH SCHOOL,111846,GA
LOGANVILLE HIGH SHCOOL,111850,GA
GRAYSON HIGH SCHOOL,111852,GA
JEFFERSON COUNTY HIGH SCHOOL,111860,GA
LONG COUNTY HIGH SCHOOL,111865,GA
STEWART COUNTY HIGH SCHOOL,111895,GA
TOOMBS COUNTY HIGH SCHOOL,111915,GA
MOUNT DE SALES ACADEMY,111955,GA
RUTLAND HIGH SCHOOL,111956,GA
CENTRAL HIGH SCHOOL,111960,GA
MORGAN COUNTY HIGH SCHOOL,111965,GA
WESTSIDE HIGH SCHOOL,111967,GA
WILLIAM S HUTCHINGS CAREER CENTER,111970,GA
LASSITER HIGH SCHOOL,111983,GA
GEORGE WALTON COMPREHENSIVE HIGH SCHOOL,111987,GA
MARIETTA HIGH SCHOOL,111990,GA
CARLTON J KELL HIGH SCHOOL,111992,GA
ALAN C POPE HIGH SCHOOL,111998,GA
MOUNT ZION HIGH SCHOOL,112013,GA
EAGLES LANDING HIGH SCHOOL,112038,GA
HENRY COUNTY HIGH SCHOOL,112040,GA
METTER HIGH SCHOOL,112080,GA
MORROW HIGH SCHOOL,112177,GA
BERRIEN HIGH SCHOOL,112230,GA
NEWNAN HIGH SCHOOL,112250,GA
NORTHGATE HIGH SCHOOL,112252,GA
MEADOWCREEK HIGH SCHOOL,112279,GA
NORCROSS HIGH SCHOOL,112280,GA
MCINTOSH HIGH SCHOOL,112360,GA
PERRY HIGH SCHOOL,112390,GA
PORTAL MIDDLE/HIGH SCHOOL,112430,GA
MCEACHERN HIGH SCHOOL,112435,GA
RABUN GAP-NACOOCHEE SCHOOL,112460,GA
TATTNALL COUNTY HIGH SCHOOL,112480,GA
