High School Name,Code,State
WATERVLIET HIGH SCHOOL,233705,MI
WAYLAND HIGH SCHOOL,233710,MI
JOHN GLENN HIGH SCHOOL,233711,MI
OGEMAW HEIGHTS HIGH SCHOOL,233743,MI
LUTHERAN HIGH SCHOOL WESTLAND,233746,MI
WHITMORE LAKE HIGH SCHOOL,233763,MI
LAKEWOOD HIGH SCHOOL,233800,MI
THEODORE ROOSEVELT HIGH SCHOOL,233820,MI
LINCOLN HIGH SCHOOL,233830,MI
SOUTHLAND SENIOR HIGH SCHOOL,240005,MN
ALBANY AREA SENIOR HIGH SCHOOL,240030,MN
JEFFERSON SENOOR HIGH SCHOOL,240055,MN
ANDOVER HIGH SCHOOL,240070,MN
ANOKA HIGH SCHOOL,240080,MN
LEGACY CHRISTIAN ACADEMY,240082,MN
APPLE VALLEY HIGH SCHOOL,240084,MN
SCHOOL OF ENVIRONMENTAL STUDIES,240088,MN
BEMIDJI HIGH SCHOOL,240215,MN
BIG LAKE HIGH SCHOOL,240235,MN
BLACKDUCK HIGH SCHOOL,240255,MN
BLAINE HIGH SCHOOL,240256,MN
JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,MN
SOUTHWEST CHRISTIAN HIGH SCHOOL,240266,MN
THOMAS JEFFERSON SENIOR HIGH SCHOOL,240268,MN
BRAINERD SENIOR HIGH SCHOOL,240295,MN
BROOKLYN CENTER HIGH SCHOOL,240318,MN
BUFFALO HIGH SCHOOL,240345,MN
BYRON HIGH SCHOOL,240365,MN
CALEDONIA MIDDLE/HIGH SCHOOL,240375,MN
CAMBRIDGE-ISANTI HIGH SCHOOL,240380,MN
CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,MN
CASS LAKE/BENA HIGH SCHOOL,240410,MN
CHAMPLIN PARK HIGH SCHOOL,240419,MN
BRICE ACADEMY,240422,MN
CHISHOLM SENIOR HIGH SCHOOL,240445,MN
CENTENNIAL HIGH SCHOOL,240452,MN
CLOQUET SENIOR HIGH SCHOOL,240495,MN
CLOQUET CHRISTIAN ACADEMY,240499,MN
SAINT JOHNS PREPARATORY SCHOOL,240515,MN
COLUMBIA HEIGHTS HIGH SCHOOL,240520,MN
DELANO SENIOR HIGH SCHOOL,240615,MN
TRITON HIGH SCHOOL,240635,MN
MARSHALL SCHOOL,240640,MN
DENFELD HIGH SCHOOL,240650,MN
DULUTH EAST HIGH SCHOOL,240655,MN
INTERNATIONAL SCHOOL OF MINNESOTA,240697,MN
EDINA HIGH SCHOOL,240708,MN
MINNETONKA HIGH SCHOOL,240780,MN
BETHLEHEM ACADEMY,240800,MN
SHATTUCK-SAINT MARYS SCHOOL,240810,MN
FARMINGTON HIGH SCHOOL,240820,MN
KENNEDY SECONDARY SCHOOL,240828,MN
HILLCREST LUTHERAN ACADEMY,240830,MN
FERTILE-BELTRAMI HIGH SCHOOL,240840,MN
FOLEY HIGH SCHOOL,240860,MN
FOREST LAKE SENIOR HIGH SCHOOL,240865,MN
FOSSTON HIGH SCHOOL,240870,MN
TOTINO-GRACE HIGH SCHOOL,240888,MN
PERPICH CENTER FOR ARTS EDUCATION,240943,MN
NORMAN COUNTY WEST HIGH SCHOOL,241025,MN
HAWLEY HIGH SCHOOL,241055,MN
HAYFIELD HIGH SCHOOL,241060,MN
BUFFALO LAKE HECTOR HIGH SCHOOL,241065,MN
EDEN PRAIRIE HIGH SCHOOL,241150,MN
HOPKINS HIGH SCHOOL,241153,MN
MAIN STREET SCHOOL OF PERFORMING ARTS,241157,MN
MAPLEWOOD ACADEMY,241180,MN
CHERRY HIGH SCHOOL,241200,MN
JORDAN HIGH SCHOOL,241235,MN
KASSON-MANTORVILLE HIGH SCHOOL,241245,MN
LAKEVILLE NORTH HIGH SCHOOL,241325,MN
LAKEVILLE SOUTH HIGH SCHOOL,241326,MN
LANESBORO HIGH SCHOOL,241345,MN
LESUEUR-HENDERSON HIGH SCHOOL,241370,MN
LEWISTON-ALTURA HIGH SCHOOL,241375,MN
CHISAGO LAKES HIGH SCHOOL,241380,MN
LITTLE FALLS COMMUNITY HIGH SCHOOL,241395,MN
ORONO HIGH SCHOOL,241410,MN
MAHTOMEDI HIGH SCHOOL,241465,MN
MANKATO EAST HIGH SCHOOL,241484,MN
MAPLE GROVE SENIOR HIGH SCHOOL,241489,MN
MARSHALL SENIOR HIGH SCHOOL,241510,MN
LUTHERAN HIGH SCHOOL,241513,MN
ACADEMY OF HOLY ANGELS,241585,MN
BRECK SCHOOL,241592,MN
DE LA SALLE HIGH SCHOOL,241600,MN
EDISON SENIOR HIGH SCHOOL,241610,MN
FOURTH BAPTIST CHRISTIAN SCHOOL,241611,MN
FRIDLEY SENIOR HIGH SCHOOL,241612,MN
MINNESOTA TRANSITIONS TECHNOLOGY HIGH SCHOOL,241623,MN
MINNEHAHA ACADEMY,241625,MN
ROBBINSDALE ARMSTRONG HIGH SCHOOL,241627,MN
NORTH SENIOR ACADEMY,241630,MN
BLAKE SCHOOL/UPPER SCHOOL NORTHROP CAMPUS,241635,MN
PATRICK HENRY HIGH SCHOOL,241645,MN
RICHFIELD SENIOR HIGH SCHOOL,241650,MN
SAINT ANTHONY VILLAGE HIGH SCHOOL,241658,MN
SOUTH HIGH SCHOOL,241675,MN
SOUTHWEST HIGH SCHOOL,241680,MN
SPRING LAKE PARK HIGH SCHOOL,241682,MN
ROOSEVELT HIGH SCHOOL,241685,MN
TRINITY SCHOOL AT RIVER RIDGE,241688,MN
WASHBURN SENIOR HIGH SCHOOL,241695,MN
MONTICELLO HIGH SCHOOL,241725,MN
MORA HIGH SCHOOL,241745,MN
MORRIS AREA HIGH SCHOOL,241755,MN
MOUND WESTONKA HIGH SCHOOL,241775,MN
MOUNDS VIEW HIGH SCHOOL,241805,MN
NORTH BRANCH HIGH SCHOOL,241850,MN
NORTHFIELD HIGH SCHOOL,241855,MN
ARCADIA CHARTER SCHOOL,241856,MN
MARTIN LUTHER HIGH SCHOOL,241862,MN
CENTRAL HIGH SCHOOL,241870,MN
BOLD HIGH SCHOOL,241895,MN
OSSEO HIGH SCHOOL,241930,MN
OWATONNA HIGH SCHOOL,241935,MN
PEQUOT LAKES HIGH SCHOOL,241970,MN
PINE ISLAND HIGH SCHOOL,242000,MN
PROVIDENCE ACADEMY,242021,MN
PRINCETON HIGH SCHOOL,242030,MN
PRIOR LAKE HIGH SCHOOL,242035,MN
PROCTOR SENIOR HIGH SCHOOL,242040,MN
RANDOLPH HIGH SCHOOL,242045,MN
RED WING HIGH SCHOOL,242070,MN
CENTURY HIGH SCHOOL,242092,MN
JOHN MARSHALL HIGH SCHOOL,242100,MN
ROCHESTER LOURDES HIGH SCHOOL,242102,MN
MAYO HIGH SCHOOL,242103,MN
ROCKFORD HIGH SCHOOL,242105,MN
ROGERS HIGH SCHOOL,242110,MN
EAGAN HIGH SCHOOL,242121,MN
EASTVIEW HIGH SCHOOL,242123,MN
ROSEMOUNT HIGH SCHOOL,242125,MN
ROYALTON HIGH SCHOOL,242140,MN
RUSH CITY HIGH SCHOOL,242145,MN
APOLLO HIGH SCHOOL,242178,MN
CATHEDRAL HIGH SCHOOL,242180,MN
TECHNICAL HIGH SCHOOL,242185,MN
SAINT FRANCIS HIGH SCHOOL,242190,MN
SAINT JAMES HIGH SCHOOL,242195,MN
BENILDE ST MARGARET'S SCHOOL,242202,MN
SAINT LOUIS PARK HIGH SCHOOL,242205,MN
ST MICHAEL-ALBERTVILLE PUBLIC SCHOOL,242209,MN
ROSEVILLE AREA HIGH SCHOOL,242215,MN
AVALON SCHOOL,242221,MN
CENTRAL HIGH SCHOOL,242230,MN
CHRISTS HOUSEHOLD OF FAITH SCHOOL,242236,MN
CONVENT OF THE VISITATION SCHOOL,242240,MN
CRETIN-DERHAM HALL,242245,MN
HARDING HIGH SCHOOL,242255,MN
HIGHLAND PARK SENIOR HIGH SCHOOL,242256,MN
IRONDALE SENIOR HIGH SCHOOL,242263,MN
JOHN A JOHNSON HIGH SCHOOL,242265,MN
MOUNDS PARK ACADEMY,242277,MN
COMO PARK SENIOR HIGH SCHOOL,242280,MN
SAINT AGNES HIGH SCHOOL,242295,MN
SAINT PAUL ACADEMY AND SUMMIT SCHOOL,242315,MN
SAINT THOMAS ACADEMY,242320,MN
TARTAN SENIOR HIGH SCHOOL,242327,MN
WOODBURY HIGH SCHOOL,242343,MN
EAST CENTRAL SECONDARY ISD2580,242355,MN
SARTELL HIGH SCHOOL,242358,MN
SAUK RAPIDS-RICE HIGH,242365,MN
BURNSVILLE SENIOR HIGH SCHOOL,242367,MN
SHAKOPEE SENIOR HIGH SCHOOL,242375,MN
SAINT MARYS HIGH SCHOOL,242393,MN
SOUTH ST PAUL HIGH SCHOOL,242405,MN
STAPLES MOTLEY HIGH SCHOOL,242425,MN
STILLWATER AREA SENIOR HIGH SCHOOL,242450,MN
TWO HARBORS HIGH SCHOOL,242515,MN
HOLY FAMILY CATHOLIC HIGH SCHOOL,242548,MN
WACONIA HIGH SCHOOL,242580,MN
WASECA HIGH SCHOOL,242628,MN
WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,MN
WAYZATA HIGH SCHOOL,242650,MN
SAINT CROIX LUTHERAN HIGH SCHOOL,242673,MN
HENRY SIBLEY HIGH SCHOOL,242675,MN
WHITE BEAR LAKE AREA HIGH SCHOOL - SOUTH CAMPUS,242683,MN
WILLMAR SENIOR HIGH SCHOOL,242695,MN
WILLOW RIVER HIGH SCHOOL,242700,MN
WINONA SENIOR HIGH SCHOOL,242725,MN
GFW HIGH SCHOOL,242735,MN
NEW LIFE ACADEMY,242740,MN
ZUMBROTA/MAZEPPA HIGH SCHOOL,242765,MN
AMORY HIGH SCHOOL,250050,MS
BAY HIGH SCHOOL,250130,MS
SAINT MARTIN HIGH SCHOOL,250250,MS
MISSISSIPPI SCHOOL OF THE ARTS,250342,MS
CANTON HIGH SCHOOL,250440,MS
CLINTON HIGH SCHOOL,250585,MS
COLUMBIA HIGH SCHOOL,250645,MS
HERITAGE ACADEMY,250664,MS
COLUMBUS HIGH SCHOOL,250668,MS
CRYSTAL SPRINGS HIGH SCHOOL,250740,MS
NEWTON COUNTY HIGH SCHOOL,250760,MS
SOUTH JONES HIGH SCHOOL,250870,MS
SAINT JOSEPH HIGH SCHOOL,251045,MS
GULFPORT HIGH SCHOOL,251082,MS
HARRISON CENTRAL HIGH SCHOOL,251085,MS
HATTIESBURG HIGH SCHOOL,251175,MS
OAK GROVE HIGH SCHOOL,251180,MS
HEIDELBERG HIGH SCHOOL,251210,MS
HORN LAKE HIGH SCHOOL,251300,MS
LE FLORE COUNTY HIGH SCHOOL,251360,MS
JIM HILL SENIOR HIGH SCHOOL,251400,MS
NORTHEAST JONES HIGH SCHOOL,251540,MS
MADISON CENTRAL HIGH SCHOOL,251740,MS
SIMPSON COUNTY ACADEMY INC,251868,MS
MERIDIAN HIGH SCHOOL,251915,MS
NEW ALBANY HIGH SCHOOL,252140,MS
PERRY CENTRAL HIGH SCHOOL,252150,MS
OCEAN SPRINGS HIGH SCHOOL,252205,MS
OLIVE BRANCH HIGH SCHOOL,252220,MS
OXFORD HIGH SCHOOL,252242,MS
RESURRECTION CATHOLIC SCHOOL,252263,MS
PASCAGOULA HIGH SCHOOL,252265,MS
HANCOCK HIGH SCHOOL,252278,MS
PASS CHRISTIAN HIGH SCHOOL,252280,MS
PETAL HIGH SCHOOL,252330,MS
PINEY WOODS SCHOOL THE,252415,MS
PONTOTOC HIGH SCHOOL,252455,MS
SALTILLO HIGH SCHOOL,252675,MS
SHANNON HIGH SCHOOL,252745,MS
SOUTHAVEN HIGH SCHOOL,252823,MS
STRINGER HIGH SCHOOL,252850,MS
NORTH PIKE HIGH SCHOOL,252876,MS
TUPELO HIGH SCHOOL,253010,MS
VANCLEAVE HIGH SCHOOL,253095,MS
WARREN CENTRAL HIGH SCHOOL,253125,MS
WATER VALLEY HIGH SCHOOL,253200,MS
WESSON ATTENDANCE CENTER,253245,MS
AFFTON HIGH SCHOOL,260010,MO
MCDONALD COUNTY HIGH SCHOOL,260050,MO
ASH GROVE HIGH SCHOOL,260090,MO
NORTH CALLAWAY HIGH SCHOOL,260115,MO
AVA HIGH SCHOOL,260120,MO
BELLE HIGH SCHOOL,260150,MO
BELTON HIGH SCHOOL,260160,MO
MCCLUER SOUTH BERKELEY HIGH SCHOOL,260170,MO
BILLINGS HIGH SCHOOL,260200,MO
BISMARCK R V HIGH SCHOOL,260210,MO
BLOOMFIELD HIGH SCHOOL,260230,MO
BLUE SPRINGS HIGH SCHOOL,260240,MO
BLUE SPRINGS SOUTH HIGH SCHOOL,260241,MO
BOONVILLE R-I HIGH SCHOOL,260275,MO
BOWLING GREEN HIGH SCHOOL,260305,MO
BRENTWOOD HIGH SCHOOL,260345,MO
BUFFALO HIGH SCHOOL,260390,MO
KINGSTON HIGH SCHOOL,260421,MO
CAMDENTON R-III HIGH SCHOOL,260460,MO
CAMERON R-I HIGH SCHOOL,260465,MO
NOTRE DAME REGIONAL HIGH SCHOOL,260485,MO
CAPE CENTRAL HIGH SCHOOL,260490,MO
CARL JUNCTION R-I HIGH SCHOOL,260505,MO
PARKWAY CENTRAL HIGH SCHOOL,260593,MO
PARKWAY NORTH HIGH SCHOOL,260594,MO
CHILLICOTHE R-II SENIOR HIGH SCHOOL,260595,MO
CLOPTON HIGH SCHOOL,260630,MO
CLAYTON HIGH SCHOOL,260645,MO
VILLA DUCHESNE/OAK HILL SCHOOL,260670,MO
CLEVER R-V HIGH SCHOOL,260685,MO
CLINTON HIGH SCHOOL,260700,MO
DAVID H HICKMAN HIGH SCHOOL,260720,MO
COLUMBIA INDEPENDENT SCHOOL,260722,MO
COLUMBIA-ROCK BRIDGE SENIOR HIGH SCHOOL,260728,MO
SHERWOOD HIGH SCHOOL,260780,MO
DESMET JESUIT HIGH SCHOOL,260781,MO
SAINT LOUIS PRIORY SCHOOL,260782,MO
CRYSTAL CITY HIGH SCHOOL,260795,MO
CUBA HIGH SCHOOL,260800,MO
NORTH COUNTY HIGH SCHOOL,260845,MO
DE SOTO HIGH SCHOOL,260850,MO
ELDON HIGH SCHOOL,260930,MO
LAFAYETTE HIGH SCHOOL,260948,MO
EUREKA HIGH SCHOOL,261000,MO
EVERTON HIGH SCHOOL,261005,MO
FAIR GROVE R-X HIGH SCHOOL,261030,MO
MID-BUCHANAN R-V SCHOOL DIST.,261060,MO
FAYETTE HIGH SCHOOL,261065,MO
CENTRAL R-III HIGH SCHOOL,261100,MO
HAZELWOOD CENTRAL SENIOR HIGH SCHOOL,261102,MO
MCCLUER NORTH HIGH SCHOOL,261107,MO
HAZELWOOD EAST HIGH SCHOOL,261108,MO
FORSYTH R-III HIGH SCHOOL,261115,MO
GALLATIN R-V HIGH SCHOOL,261160,MO
EAST BUCHANAN C-1 HIGH SCHOOL,261210,MO
GRAIN VALLEY HIGH SCHOOL,261220,MO
EAST NEWTON R-VI HIGH SCHOOL,261225,MO
GRANDVIEW HIGH SCHOOL,261240,MO
GREENVILLE HIGH SCHOOL,261290,MO
HALF WAY R III SENIOR HS,261300,MO
HALLSVILLE HIGH SCHOOL,261305,MO
PENNEY HIGH SCHOOL,261315,MO
HANNIBAL HIGH SCHOOL,261320,MO
HARRISONVILLE SENIOR HIGH SCHOOL,261345,MO
HERMANN HIGH SCHOOL,261375,MO
LAFAYETTE COUNTY C-1 HIGH SCHOOL,261400,MO
HILLSBORO SENIOR HIGH SCHOOL,261405,MO
HOLLISTER R-V HIGH SCHOOL,261425,MO
NORTHWEST HIGH SCHOOL,261440,MO
SECKMAN SENIOR HIGH SCHOOL,261504,MO
FORT OSAGE HIGH SCHOOL,261507,MO
SAINT MARYS DIOCESAN HIGH SCHOOL,261510,MO
TRUMAN HIGH SCHOOL,261512,MO
WILLIAM CHRISMAN HIGH SCHOOL,261515,MO
CENTER PLACE RESTORATION SCHOOL,261519,MO
HELIAS INTERPARISH HIGH SCHOOL,261559,MO
HOGAN PREPARATORY ACADEMY,261634,MO
NOTRE DAME DE SION,261635,MO
LINCOLN COLLEGE PREPARATORY ACADEMY,261650,MO
ARCHBISHOP O'HARA HIGH SCHOOL,261668,MO
PASEO ACADEMY OF FINE AND PERFORMING ARTS,261670,MO
ROCKHURST HIGH SCHOOL,261685,MO
SAINT PIUS X HIGH SCHOOL,261697,MO
SAINT TERESAS ACADEMY,261700,MO
IMAGINE RENAISSANCE ACADEMY OF MATH & SCIENCE,261709,MO
UNIVERSITY ACADEMY CHARTER SCHOOL,261719,MO
VAN HORN ENGINEERING TECHNICAL HIGH SCHOOL,261720,MO
WINNETONKA HIGH SCHOOL,261733,MO
KEARNEY R-I SENIOR HIGH SCHOOL,261735,MO
SCHOOL OF THE OSAGE HIGH SCHOOL,261835,MO
LEBANON HIGH SCHOOL,261890,MO
LEES SUMMIT SENIOR HIGH SCHOOL,261900,MO
LEES SUMMIT NORTH HIGH SCHOOL,261901,MO
LEES SUMMIT WEST HIGH SCHOOL,261903,MO
MEHLVILLE HIGH SCHOOL,261920,MO
LEXINGTON HIGH SCHOOL,261950,MO
LIBERTY HIGH SCHOOL,261970,MO
LAKELAND R-3 SCHOOL,262030,MO
MACON R-I HIGH SCHOOL,262045,MO
JOHN F KENNEDY CATHOLIC HIGH SCHOOL,262073,MO
MAPLEWOOD RICHMOND HEIGHTS HIGH SCHOOL,262080,MO
MARSHALL HIGH SCHOOL,262100,MO
MISSOURI ACADEMY OF SCIENCE MATHEMATICS COMPUTING,262147,MO
MEXICO SENIOR HIGH SCHOOL,262190,MO
MISSOURI MILITARY ACADEMY,262195,MO
MONTGOMERY COUNTY R-II HIGH SCHOOL,262265,MO
MOUNTAIN GROVE HIGH SCHOOL,262310,MO
LIBERTY HIGH SCHOOL,262315,MO
NEOSHO SENIOR HIGH SCHOOL,262350,MO
MACON COUNTY R-IV HIGH SCHOOL,262375,MO
NEW MADRID COUNTY CENTRAL HIGH SCHOOL,262400,MO
NIXA HIGH SCHOOL,262420,MO
INCARNATE WORD ACADEMY,262435,MO
NORMANDY SENIOR HIGH SCHOOL,262440,MO
NORTH KANSAS CITY HIGH SCHOOL,262445,MO
OAK GROVE R VI HIGH SCHOOL,262465,MO
FORT ZUMWALT WEST HIGH SCHOOL,262488,MO
SOUTH HOLT R-I HIGH SCHOOL,262490,MO
OSCEOLA HIGH SCHOOL,262505,MO
RITENOUR HIGH SCHOOL,262515,MO
OWENSVILLE HIGH SCHOOL,262520,MO
OZARK HIGH SCHOOL,262525,MO
PARK HILL SENIOR HIGH SCHOOL,262545,MO
PATTONVILLE HIGH SCHOOL,262575,MO
RAYMORE-PECULIAR R-2 HIGH SCHOOL,262580,MO
PERRYVILLE SENIOR HIGH SCHOOL,262588,MO
PIERCE CITY HIGH SCHOOL,262620,MO
PILOT GROVE C-4 HIGH SCHOOL,262625,MO
PLATTE COUNTY R-111 HIGH SCHOOL,262640,MO
POPLAR BLUFF SENIOR HIGH SCHOOL,262670,MO
RAYTOWN SOUTH HIGH SCHOOL,262752,MO
REEDS SPRING HIGH SCHOOL,262755,MO
RICHMOND R-XVI HIGH SCHOOL,262790,MO
PARK HILL SOUTH HIGH SCHOOL,262802,MO
DUCHESNE HIGH SCHOOL,262841,MO
FRANCIS HOWELL NORTH HIGH SCHOOL,262844,MO
LUTHERAN HIGH SCHOOL SAINT CHARLES COUNTY,262846,MO
SAINT CHARLES HIGH SCHOOL,262850,MO
FRANCIS HOWELL CENTRAL,262851,MO
SAINT CLAIR HIGH SCHOOL,262860,MO
SAINTE GENEVIEVE HIGH SCHOOL,262870,MO
VISITATION ACADEMY,262925,MO
BAYLESS HIGH SCHOOL,262927,MO
CHRISTIAN BROTHERS COLLEGE HIGH SCHOOL,262940,MO
LADUE HORTON WATKINS HIGH SCHOOL,262970,MO
NOTRE DAME HIGH SCHOOL,263000,MO
OAKVILLE SENIOR HIGH SCHOOL,263001,MO
PRINCIPIA UPPER SCHOOL,263010,MO
RIVERVIEW GARDENS SENIOR HIGH SCHOOL,263015,MO
SAINT JOSEPH ACADEMY,263055,MO
SAINT LOUIS UNIVERSITY HIGH SCHOOL,263065,MO
CLYDE C MILLER CAREER ACADEMY,263099,MO
CENTRAL VISUAL AND PERFORMING ARTS HIGH SCHOOL,263118,MO
FORT ZUMWALT SOUTH HIGH SCHOOL,263137,MO
SMITH-COTTON HIGH SCHOOL,263180,MO
SENATH-HORNERSVILLE HIGH SCHOOL,263190,MO
ROCKWOOD SUMMIT HIGH SCHOOL,263197,MO
SIKESTON SENIOR HIGH SCHOOL,263225,MO
SILEX SCHOOL,263235,MO
GLENDALE HIGH SCHOOL,263283,MO
HILLCREST HIGH SCHOOL,263288,MO
KICKAPOO HIGH SCHOOL,263289,MO
PARKVIEW HIGH SCHOOL,263292,MO
CENTRAL HIGH SCHOOL,263300,MO
STOCKTON R-I HIGH SCHOOL,263340,MO
MORGAN COUNTY R-I HIGH SCHOOL,263350,MO
STRAFFORD R-VI HIGH SCHOOL,263355,MO
SWEET SPRINGS R-VII HIGH SCHOOL,263375,MO
TROY BUCHANAN HIGH SCHOOL,263410,MO
PUTNAM COUNTY R-I HIGH SCHOOL,263435,MO
UNIVERSITY CITY HIGH SCHOOL,263445,MO
WARRENSBURG SENIOR HIGH SCHOOL,263510,MO
WARREN COUNTY R-III SENIOR HIGH SCHOOL,263515,MO
WARSAW HIGH SCHOOL,263520,MO
WEBB CITY HIGH SCHOOL,263555,MO
NERINX HALL HIGH SCHOOL,263570,MO
WEBSTER GROVES HIGH SCHOOL,263573,MO
WEST PLATTE JUNIOR SENIOR HIGH SCHOOL,263600,MO
WEST PLAINS HIGH SCHOOL,263610,MO
WILLARD HIGH SCHOOL,263630,MO
WRIGHT CITY SCHOOLS,263675,MO
ABSAROKEE HIGH SCHOOL,270000,MT
ANACONDA HIGH SCHOOL,270015,MT
ARLEE HIGH SCHOOL,270025,MT
SAINT LABRE INDIAN CATHOLIC HIGH SCHOOL,270030,MT
AUGUSTA HIGH SCHOOL,270035,MT
BELGRADE HIGH SCHOOL,270055,MT
BELT HIGH SCHOOL,270060,MT
BIGFORK HIGH SCHOOL,270065,MT
SWEET GRASS COUNTY HIGH SCHOOL,270075,MT
SKYVIEW HIGH SCHOOL,270079,MT
BILLINGS CHRISTIAN SCHOOL,270081,MT
BILLINGS SENIOR HIGH SCHOOL,270085,MT
BILLINGS WEST HIGH SCHOOL,270086,MT
BILLINGS CENTRAL CATHOLIC HIGH SCHOOL,270087,MT
JEFFERSON HIGH SCHOOL,270090,MT
ROCKY BOY HIGH SCHOOL,270098,MT
BOZEMAN HIGH SCHOOL,270100,MT
BRIDGER HIGH SCHOOL,270120,MT
BROADVIEW HIGH SCHOOL,270130,MT
BROWNING HIGH SCHOOL,270140,MT
BUTTE CENTRAL HIGH SCHOOL,270167,MT
BUTTE HIGH SCHOOL,270170,MT
CHARLO HIGH SCHOOL,270180,MT
CHOTEAU HIGH SCHOOL,270195,MT
CIRCLE HIGH SCHOOL,270200,MT
SHIELDS VALLEY HIGH SCHOOL,270205,MT
COLSTRIP HIGH SCHOOL,270210,MT
COLUMBIA FALLS HIGH SCHOOL,270215,MT
COLUMBUS HIGH SCHOOL,270220,MT
CONRAD HIGH SCHOOL,270225,MT
CORVALLIS HIGH SCHOOL,270230,MT
CUT BANK HIGH SCHOOL,270245,MT
DARBY HIGH SCHOOL,270250,MT
POWELL COUNTY HIGH SCHOOL,270255,MT
BEAVERHEAD COUNTY HIGH SCHOOL,270265,MT
DRUMMOND HIGH SCHOOL,270280,MT
DUTTON-BRADY PUBLIC SCHOOL,270285,MT
ENNIS HIGH SCHOOL,270300,MT
LINCOLN COUNTY HIGH SCHOOL,270305,MT
FLORENCE-CARLTON HIGH SCHOOL,270325,MT
FORSYTH HIGH SCHOOL,270330,MT
FORT BENTON HIGH SCHOOL,270335,MT
FRENCHTOWN HIGH SCHOOL,270345,MT
FROMBERG HIGH SCHOOL,270355,MT
GARDINER HIGH SCHOOL,270360,MT
GERALDINE HIGH SCHOOL,270365,MT
GLASGOW SENIOR HIGH SCHOOL,270380,MT
GRASS RANGE HIGH SCHOOL,270390,MT
CHARLES M RUSSELL HIGH SCHOOL,270397,MT
GREAT FALLS HIGH SCHOOL,270400,MT
GREAT FALLS CENTRAL CATHOLIC HIGH SCHOOL,270401,MT
FOOTHILLS COMMUNITY CHRISTIAN SCHOOL,270402,MT
HAMILTON HIGH SCHOOL,270410,MT
HARDIN HIGH SCHOOL,270415,MT
HARLEM HIGH SCHOOL,270420,MT
HARRISON HIGH SCHOOL,270430,MT
HAVRE HIGH SCHOOL,270440,MT
CAPITAL HIGH SCHOOL,270449,MT
HELENA HIGH SCHOOL,270455,MT
HELENA CHRISTIAN SCHOOL,270461,MT
SAINT ANDREW SCHOOL,270463,MT
MONARCH SCHOOL,270464,MT
HOBSON HOGH SCHOOL,270480,MT
HOT SPRINGS HIGH SCHOOL,270490,MT
JOLIET HIGH SCHOOL,270505,MT
GLACIER HIGH SCHOOL,270523,MT
FLATHEAD HIGH SCHOOL,270525,MT
STILLWATER CHRISTIAN SCHOOL,270526,MT
SUMMIT PREPARATORY SCHOOL,270529,MT
LAUREL HIGH SCHOOL,270545,MT
FERGUS HIGH SCHOOL,270555,MT
LIBBY HIGH SCHOOL,270565,MT
LIMA HIGH SCHOOL,270570,MT
LINCOLN HIGH SCHOOL,270572,MT
PARK HIGH SCHOOL,270575,MT
MANHATTAN HIGH SCHOOL,270590,MT
MANHATTAN CHRISTIAN HIGH SCHOOL,270595,MT
MONTANA ACADEMY,270598,MT
CUSTER COUNTY DISTRICT HIGH SCHOOL,270610,MT
BIG SKY HIGH SCHOOL,270617,MT
HELLGATE HIGH SCHOOL,270618,MT
LOYOLA SACRED HEART HIGH SCHOOL,270620,MT
SENTINEL HIGH SCHOOL,270625,MT
VALLEY CHRISTIAN SCHOOL,270631,MT
PLAINS HIGH SCHOOL,270695,MT
PLENTYWOOD HIGH SCHOOL,270700,MT
POLSON HIGH SCHOOL,270710,MT
POPLAR HIGH SCHOOL,270715,MT
POWER HIGH SCHOOL,270720,MT
RED LODGE HIGH SCHOOL,270730,MT
REED POINT HIGH SCHOOL,270735,MT
RONAN HIGH SCHOOL,270750,MT
ROUNDUP HIGH SCHOOL,270760,MT
NORTH STAR HIGH SCHOOL,270771,MT
SACO PUBLIC SCHOOL,270780,MT
SAINT IGNATIUS HIGH SCHOOL,270785,MT
SAINT REGIS HIGH SCHOOL,270790,MT
CENTERVILLE HIGH SCHOOL,270800,MT
SEELEY-SWAN HIGH SCHOOL,270812,MT
SHELBY HIGH SCHOOL,270815,MT
SHEPHERD HIGH SCHOOL,270820,MT
SHERIDAN HIGH SCHOOL,270825,MT
SIDNEY HIGH SCHOOL,270830,MT
STEVENSVILLE HIGH SCHOOL,270845,MT
NORTH TOOLE COUNTY HIGH SCHOOL,270855,MT
SUPERIOR HIGH SCHOOL,270860,MT
THOMPSON FALLS HIGH SCHOOL,270870,MT
THREE FORKS HIGH SCHOOL,270875,MT
BROADWATER HIGH SCHOOL,270880,MT
TROY HIGH SCHOOL,270885,MT
TWIN BRIDGES HIGH SCHOOL,270895,MT
VALIER HIGH SCHOOL,270900,MT
WEST YELLOWSTONE HIGH SCHOOL,270918,MT
WHITEFISH HIGH SCHOOL,270920,MT
WHITEHALL HIGH SCHOOL,270925,MT
WHITE SULPHUR SPRINGS HIGH SCHOOL,270930,MT
WINNETT HIGH SCHOOL,270960,MT
WOLF POINT HIGH SCHOOL,270965,MT
HUNTLEY PROJECT HIGH SCHOOL,270970,MT
ARCADIA PUBLIC SCHOOL,280070,NE
SOUTHWEST HIGH SCHOOL,280151,NE
BELLEVUE EAST HIGH SCHOOL,280205,NE
